Unnamed: 0,FileName,PortionType,FoodCode,Main Food description,Portion,Multiplier,Rank,PortionCode,PortionSubCode,Link,GPTFoodDescription,GPTFoodCode,retrieval_score_avg,retrieval_score_top1,retrieval_score_spread,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,BaseUnit,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
1080,100907106.png,smallest,91301510,"Pancake syrup, light",1/4 cup,0.25,506,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100907106.png,"Likely a smooth chocolate-hazelnut spread (e.g., Nutella) in a small measuring scoop — could also possibly be a smooth peanut butter but color/shine suggests chocolate spread.",['91304090'],1.0640617460012436,0.7834393978118896,0.065246959976396,0.25,cup,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",1 tablespoon,,0.0625,,cup,240.0,60.0,15.0,99.0,24.75,0.0,0.0,26.73,6.6825,0.0,0.0
1081,090409117.png,largest,52405010,"Bread, fruit",1 slice,19.643,508,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/090409117.png,"Appears to be a small slice of banana bread (a quick bread), likely containing nuts or chocolate chips.",['52405010'],1.1650104269385335,0.9054434299468994,0.0843910397638111,1.0,slice,"1 slice ,3/4 slice ,1/2 slice ,1/4 slice ,1 individual loaf ,3/4 individual loaf ,1/2 individual loaf ,1/4 individual loaf",1/4 slice,,1,,slice,41.0,41.0,41.0,151.29,151.29,2.4804999999999997,2.4804999999999997,19.483200000000004,19.483200000000004,7.3062,7.3062
1082,090409120.png,median,52405010,"Bread, fruit",1/4 slice,4.9108,508,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/090409120.png,Likely a small cooked chicken bone (wing/wingette or rib) with some meat/skin attached — appears to be from fried or roasted chicken.,['24162130'],0.9236552308003108,0.8377328515052795,0.0533573886838997,0.25,slice,"1 slice ,3/4 slice ,1/2 slice ,1/4 slice ,1 individual loaf ,3/4 individual loaf ,1/2 individual loaf ,1/4 individual loaf",1/4 individual loaf,,1,,slice,41.0,10.25,41.0,37.8225,151.29,0.6201249999999999,2.4804999999999997,4.870800000000001,19.483200000000004,1.82655,7.3062
1084,080802272.png,largest,27450060,"Tuna salad, made with mayonnaise",2 cups,2.0,510,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802272.png,Likely a pinkish fish spread — appears to be a salmon or tuna pâté/salad (blended/mixed fish with mayonnaise or cream cheese).,['27450030'],1.1017589375376702,0.9440174698829652,0.0687797991303453,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",3/4 cup,,,,cup,238.0,476.0,,918.68,,48.1712,,13.4232,,75.446,
1085,080802268.png,median,27450060,"Tuna salad, made with mayonnaise",1 cup,1.0,510,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802268.png,Appears to be a fish spread — likely tuna salad/tuna spread (canned tuna mixed with mayonnaise and seasonings) or possibly a salmon pâté/spread.,['27450060'],1.0906446412205697,0.847379744052887,0.0999783649526471,1.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.33,,cup,238.0,238.0,78.54,459.34,151.58220000000003,24.0856,7.948248,6.7116,2.214828,37.723,12.44859
1086,080802265.png,smallest,27450060,"Tuna salad, made with mayonnaise",1/4 cup,0.25,510,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802265.png,Appears to be a small scoop of a fish spread — likely tuna salad (tuna mixed with mayonnaise/seasoning) or a salmon/tuna pâté/spread.,['27450060'],1.093901452918847,0.8485591411590576,0.1041722118973896,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.125,,cup,238.0,59.5,29.75,114.835,57.4175,6.0214,3.0107,1.6779,0.83895,9.43075,4.715375
1094,040209127.png,median,26158010,"Fish, tilapia, baked or broiled",2 cups,2.0,515,10051,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/040209127.png,Appears to be diced potatoes — likely boiled or steamed potato cubes (possibly lightly sautéed or roasted).,['71103020'],1.0414635787407558,0.935725748538971,0.062660146110295,2.0,cup,"2 ounces ,4 ounces ,6 ounces ,8 ounces ,10 ounces ,12 ounces ,14 ounces ,16 ounces ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/2 cup,,0.75,,cup,135.0,270.0,101.25,432.0,162.0,67.365,25.261875,0.027,0.010125,17.955000000000002,6.733125
1095,040209120.png,smallest,26158010,"Fish, tilapia, baked or broiled",1/4 cup,0.25,515,10051,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/040209120.png,Likely small croutons — toasted/browned bread cubes.,['51185000'],1.1391480634609858,0.8846860527992249,0.0543736837677596,0.25,cup,"2 ounces ,4 ounces ,6 ounces ,8 ounces ,10 ounces ,12 ounces ,14 ounces ,16 ounces ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.125,,cup,135.0,33.75,16.875,54.0,27.0,8.420625,4.2103125,0.003375,0.0016875,2.244375,1.1221875
1096,071702144.png,largest,63135140,"Peach, canned, in syrup",1/4 cup,1.0,520,60840,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071702144.png,Appears to be an apricot half — likely a canned/preserved apricot (in syrup) or a rehydrated dried apricot.,"['63103110', '62104100']",1.1555964077512424,0.8750873804092407,0.0941111249188029,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1 slice ,1 snack size cup",1/4 cup,,0.07,,cup,250.0,62.5,17.5,33.75,9.45,0.25,0.07,8.49375,2.37825,0.05,0.014
1098,072502350.png,smallest,63135140,"Peach, canned, in syrup",1/4 cup,0.25,520,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072502350.png,"Likely canned peach slices in light syrup (could possibly be mango slices, but appearance most closely matches canned peaches).",['63135140'],1.0108389417330423,0.7734813690185547,0.0762054941169544,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1 slice ,1 snack size cup",1/4 cup,,0.25,,cup,250.0,62.5,62.5,33.75,33.75,0.25,0.25,8.49375,8.49375,0.05,0.05
1102,061908124.png,largest,58160150,Kidney beans and white rice,3 cups,3.0,523,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061908124.png,"Likely a creamy rice pudding (e.g., kheer or rice porridge) garnished with pomegranate arils.",['13210450'],1.1439881841341657,0.8343080878257751,0.0752551650188751,3.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/2 cups ,2 cups ,2-1/2 cups ,3 cups",1 cup,,1,,cup,170.0,510.0,170.0,805.8000000000001,268.6,30.09,10.03,121.941,40.647,21.879,7.292999999999999
1104,061908117.png,smallest,58160150,Kidney beans and white rice,1/4 cup,0.25,523,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061908117.png,Appears to be a small triangular dessert slice — likely a cranberry-studded cheesecake or white‑chocolate cranberry cake (cream/white chocolate base with dried cranberries mixed in).,['53104550'],1.1773891498645146,1.0245810747146606,0.0664209786643901,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/2 cups ,2 cups ,2-1/2 cups ,3 cups",1/4 cup,,0.14,,cup,170.0,42.5,23.8,67.15,37.604,2.5075000000000003,1.4042,10.16175,5.69058,1.82325,1.02102
1107,101410105.png,smallest,25221310,Polish sausage,1/4 cup,0.25,524,10161,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101410105.png,Appears to be sliced cured sausage — likely pepperoni (or a similar salami/chorizo-style sausage) arranged on a plate.,['25221250'],1.0693932632605234,0.8894414901733398,0.0770983479647552,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,8 ounces ,7 ounces ,6 ounces ,5 ounces ,4 ounces ,3 ounces ,2 ounces ,1 ounce",,,0.04,,cup,138.0,34.5,5.5200000000000005,116.265,18.602400000000003,4.29525,0.6872400000000001,1.73535,0.277656,10.2396,1.6383360000000002
1109,113097c.png,median,74402110,"Salsa, pico de gallo",1/4 cup,0.25,526,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113097c.png,"Appears to be a red, tomato-based sauce or purée — likely tomato sauce/marinara (could also be a red fruit coulis or jam, but most likely a tomato purée).",['74404010'],1.056452438235283,0.8698816895484924,0.0826317548723407,0.25,cup,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",1/4 cup,,0.25,,cup,240.0,60.0,60.0,10.2,10.2,0.4259999999999999,0.4259999999999999,2.22,2.22,0.084,0.084
1114,072502402.png,largest,63127010,"Honeydew melon, raw",2 cups,2.0,529,10067,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072502402.png,"Likely diced honeydew melon — cubed green-fleshed melon, probably just peeled and cut into bite-sized pieces.",['63127010'],1.22581305205822,0.901481032371521,0.0963013569012535,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 wedge ,3/4 wedge ,1/2 wedge ,1/4 wedge",1 cup,,1.5,,cup,155.0,310.0,232.5,111.6,83.7,1.6740000000000002,1.2555,28.179,21.13425,0.434,0.3255
1115,072502368.png,median,63127010,"Honeydew melon, raw",3/4 cup,0.75,529,10021,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072502368.png,"Likely cubed honeydew melon (fresh, served in a small bowl).",['63127010'],1.1794957642753918,0.8735401630401611,0.0928788055615515,0.75,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 wedge ,3/4 wedge ,1/2 wedge ,1/4 wedge",3/4 cup,,0.75,,cup,155.0,116.25,116.25,41.85,41.85,0.62775,0.62775,10.567125,10.567125,0.16275,0.16275
1120,081108142.png,largest,61101010,"Grapefruit, raw",2 cups,2.0,531,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081108142.png,"Likely peeled mandarin (clementine/satsuma) orange segments in a small bowl — appears to be seedless, ready-to-eat.",['61100600'],1.121746150155862,0.8364983797073364,0.0894050495501653,2.0,cup,"1 half fruit ,3/4 of half fruit ,1/2 of half fruit ,1/4 of half fruit ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 section ,1/2 small grapefruit (approx3-1/2"" diameter) ,1/2 medium grapefruit (approx4"" diameter) ,1/2 large grapefruit (approx4-1/2"" diameter)",,,1,,cup,180.0,360.0,180.0,151.20000000000002,75.60000000000001,2.772,1.386,38.376,19.188,0.5040000000000001,0.252
1123,080802123.png,largest,75216112,"Corn, frozen, cooked, no added fat",2 cups,2.0,532,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802123.png,Appears to be dry split red lentils (masoor dal) — the dehulled orange lentils commonly used in dals and soups.,['41305000'],1.1635257229208946,0.9099879264831544,0.0955696470000596,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 ear ,3/4 ear ,1/2 ear ,1/4 ear",1 cup,,1,,cup,165.0,330.0,165.0,267.3,133.65,8.382000000000001,4.191000000000001,63.492,31.746,2.2110000000000003,1.1055
1124,080802119.png,median,75216112,"Corn, frozen, cooked, no added fat",1 cup,1.0,532,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802119.png,Appears to be cooked sweet corn kernels — likely yellow/canned or frozen sweetcorn reheated.,['75216120'],1.0100450108448664,0.8511629104614258,0.056513421127126,1.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 ear ,3/4 ear ,1/2 ear ,1/4 ear",1/2 cup,,0.25,,cup,165.0,165.0,41.25,133.65,33.4125,4.191000000000001,1.0477500000000002,31.746,7.9365,1.1055,0.276375
1129,011608106.png,largest,53104500,"Cheesecake, plain",1 piece,8.9498,535,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/011608106.png,Appears to be a slice of plain baked cheesecake — likely a New York–style cheesecake on a graham-cracker crust.,['53104500'],1.1636960700154304,0.8735193610191345,0.0848854713859374,1.0,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/2 cup ,1 cup ,1-1/2 cups ,2 cups ,2-1/2 cups ,3 cups",1 piece,,1,,piece,175.0,175.0,175.0,703.5,703.5,9.5725,9.5725,61.7925,61.7925,47.25,47.25
1130,011608105.png,median,53104500,"Cheesecake, plain",1/4 piece,1.79,535,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/011608105.png,Appears to be a single almond kernel — likely a partially blanched/partially peeled almond (half or whole).,['42101000'],1.1098644117514291,0.951724648475647,0.0635661089624379,0.25,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/2 cup ,1 cup ,1-1/2 cups ,2 cups ,2-1/2 cups ,3 cups",1 piece,,1,,piece,175.0,43.75,175.0,175.875,703.5,2.393125,9.5725,15.448125,61.7925,11.8125,47.25
1131,011608123.png,smallest,53104500,"Cheesecake, plain",1 piece,0.125,535,60867,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/011608123.png,Likely a small square of cheesecake (cream-cheese topping over a thin crumb crust); could also be a vanilla petit four or a piece of fudge/shortbread with a light frosting.,['53104500'],1.0768982609113058,0.8800963759422302,0.0520736401287298,1.0,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/2 cup ,1 cup ,1-1/2 cups ,2 cups ,2-1/2 cups ,3 cups",1 piece,,1,,piece,175.0,175.0,175.0,703.5,703.5,9.5725,9.5725,61.7925,61.7925,47.25,47.25
1135,052008128.png,largest,41201020,"Baked beans, vegetarian",3/8 cup,2.0,537,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008128.png,Appears to be baked beans — likely haricot/navy beans cooked in a tomato-based sauce (canned-style baked beans).,['41201010'],1.0187861238916716,0.7614269256591797,0.1090059575239385,0.375,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1 cup,,1.5,,cup,260.0,97.5,390.0,91.65,366.6,4.6312500000000005,18.525,20.611500000000003,82.44600000000001,0.36075,1.443
1136,052008124.png,median,41201020,"Baked beans, vegetarian",1/8 cup,1.0,537,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008124.png,Likely baked beans in a tomato-based sauce — appears to be canned-style baked beans.,['41201010'],1.0285970985889434,0.734149694442749,0.1025809334028513,0.125,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1/2 cup,,0.9,,cup,260.0,32.5,234.0,30.55,219.96,1.54375,11.115,6.870500000000001,49.4676,0.12025,0.8658
1137,052008121.png,smallest,41201020,"Baked beans, vegetarian",3/4 cup,0.25,537,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008121.png,Likely baked beans in tomato sauce — possibly canned-style baked beans.,['41201010'],0.9875340451796848,0.7735376954078674,0.0769416234479724,0.75,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1/8 cup,,0.25,,cup,260.0,195.0,65.0,183.3,61.1,9.2625,3.0875,41.223000000000006,13.741,0.7215,0.2405
1138,072302357.png,largest,42501000,Trail mix with nuts and fruit,1 cup,1.0,538,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302357.png,"Appears to be trail mix — a mix of roasted nuts (peanuts, almonds, pecans/cashews) with dried fruit (raisins or dried cranberries) and possibly small chocolate pieces.",['42501000'],1.003404375910759,0.7213668823242188,0.0921588555048219,1.0,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",3/8 cup,,1,,cup,140.0,140.0,140.0,632.8000000000001,632.8000000000001,15.26,15.26,71.568,71.568,37.436,37.436
1139,072302353.png,median,42501000,Trail mix with nuts and fruit,1/2 cup,0.5,538,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302353.png,"Appears to be trail mix — a mixture of nuts (almonds, cashews, peanuts and possibly hazelnuts) with dried fruit (raisins and dried cranberries).",['42501000'],1.0026700735092162,0.7428067326545715,0.0945068225494218,0.5,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/4 cup,,0.25,,cup,140.0,70.0,35.0,316.40000000000003,158.20000000000002,7.63,3.815,35.784,17.892,18.718,9.359
1140,072302350.png,smallest,42501000,Trail mix with nuts and fruit,1/8 cup,0.125,538,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302350.png,"Appears to be trail mix — a small mix of nuts and dried fruit, likely including almonds, cashews or peanuts and raisins (possibly dried cranberries).",['42501000'],1.0266321375966072,0.7259673476219177,0.08871810995499,0.125,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/8 cup,,0.19,,cup,140.0,17.5,26.6,79.10000000000001,120.232,1.9075,2.8994,8.946,13.59792,4.6795,7.11284
1141,090402162.png,largest,58104120,"Nachos, cheese only",2 cups,2.0,539,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/090402162.png,Likely a plate of nachos — tortilla chips topped with melted/processed cheese (nacho cheese) and seasoned ground beef (taco-style).,['58104130'],0.9990682557225228,0.8816272020339966,0.0555615490301849,2.0,cup,"1 fast-food order ,3/4 fast-food order ,1/2 fast-food order ,1/4 fast-food order ,1 nacho ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1 fast-food order,,1.5,,cup,135.0,270.0,202.5,715.5,536.625,12.311999999999998,9.234,74.95200000000001,56.214000000000006,42.147,31.61025
1142,090402158.png,median,58104120,"Nachos, cheese only",1 cup,1.0,539,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/090402158.png,Appears to be nachos — tortilla chips topped with nacho cheese sauce and seasoned ground beef (simple beef-and-cheese nachos).,['58104130'],0.9884421775738398,0.7694348096847534,0.0697946354816153,1.0,cup,"1 fast-food order ,3/4 fast-food order ,1/2 fast-food order ,1/4 fast-food order ,1 nacho ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1 nacho,,,,cup,135.0,135.0,,357.75,,6.155999999999999,,37.476000000000006,,21.0735,
1143,090402155.png,smallest,58104120,"Nachos, cheese only",1/4 cup,0.25,539,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/090402155.png,"Likely a small quenelle of roasted butternut squash or sweet potato purée (or pumpkin) topped with a crunchy crumble—possibly toasted breadcrumbs, bacon bits, or nut praline.",['73409000'],1.2054242501656214,1.0218114852905271,0.0561906428935513,0.25,cup,"1 fast-food order ,3/4 fast-food order ,1/2 fast-food order ,1/4 fast-food order ,1 nacho ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.125,,cup,135.0,33.75,16.875,89.4375,44.71875,1.5389999999999997,0.7694999999999999,9.369000000000002,4.684500000000001,5.268375,2.6341875
1147,071108121.png,largest,63126500,"Kiwi fruit, raw",1 cup,1.0,541,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071108121.png,Likely slices of a rolled sponge cake — appears to be matcha/pandan (green) Swiss‑roll pinwheels with a chocolate or red‑bean (brown) filling.,['53113000'],1.184697143236796,1.0033494234085083,0.0647899178792003,1.0,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup ,1 fruit ,3/4 fruit ,1/2 fruit ,1/4 fruit",3/8 cup,,,,cup,180.0,180.0,,115.2,,1.908,,25.2,,0.792,
1148,071108117.png,median,63126500,"Kiwi fruit, raw",1/2 cup,0.5,541,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071108117.png,"Likely dried or candied kiwi slices (dehydrated/sugar‑preserved kiwifruit), arranged as small ring/star‑shaped pieces.",['62101050'],1.2080012947320935,1.065934419631958,0.0546518046355943,0.5,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup ,1 fruit ,3/4 fruit ,1/2 fruit ,1/4 fruit",1/4 cup,,,,cup,180.0,90.0,,57.6,,0.954,,12.6,,0.396,
1149,071108114.png,smallest,63126500,"Kiwi fruit, raw",1/8 cup,0.125,541,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071108114.png,"Likely sliced green kiwifruit (green-fleshed kiwi, e.g., the common Hayward variety).",['63126500'],1.2710827420155206,1.0171995162963867,0.0755287324015301,0.125,cup,"1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup ,1 fruit ,3/4 fruit ,1/2 fruit ,1/4 fruit",1/8 cup,,0.07,,cup,180.0,22.5,12.6,14.4,8.064,0.2385,0.13356,3.15,1.764,0.099,0.0554399999999999
1150,052008128.png,largest,41208030,Pork and beans,3/8 cup,2.0,544,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008128.png,Appears to be baked beans — likely canned-style navy/haricot beans in a tomato-based (sweet) sauce.,['41201010'],1.0027696833014488,0.7650951147079468,0.1116634374056974,0.375,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1 cup,,1.5,,cup,260.0,97.5,390.0,102.375,409.5,4.406999999999999,17.627999999999997,21.03075,84.12299999999999,0.86775,3.471
1151,052008124.png,median,41208030,Pork and beans,1/8 cup,1.0,544,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008124.png,Appears to be baked beans — canned beans in tomato sauce (likely a Heinz-style/canned variety) on a white plate.,['41201010'],0.9790090695023536,0.7671300172805786,0.0822902122465698,0.125,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1/2 cup,,0.5,,cup,260.0,32.5,130.0,34.125,136.5,1.469,5.8759999999999994,7.01025,28.041,0.28925,1.157
1152,052008121.png,smallest,41208030,Pork and beans,3/4 cup,0.25,544,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008121.png,Appears to be baked beans in tomato sauce — likely the canned-style stewed beans.,['41201010'],0.9769152343273164,0.8080859780311584,0.0814553339030366,0.75,cup,"3/4 cup ,1/2 cup ,5/8 cup ,1/8 cup ,1 cup ,1/4 cup ,3/8 cup",1/8 cup,,0.2,,cup,260.0,195.0,52.0,204.75,54.6,8.813999999999998,2.3503999999999996,42.061499999999995,11.216400000000002,1.7355,0.4628
1153,080602155.png,largest,41102020,"Black beans, from dried, no added fat",2 cups,2.0,546,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602155.png,"Appears to be whole roasted coffee beans — likely a medium‑dark to dark roast (can't tell cultivar, e.g., Arabica vs Robusta, from the image).",['92101000'],1.0894383201996485,0.9216787815093994,0.0646165083573807,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1-1/2 cups,,1,,cup,180.0,360.0,180.0,471.6,235.8,31.716000000000005,15.858000000000002,84.852,42.426,1.944,0.972
1154,080602151.png,median,41102020,"Black beans, from dried, no added fat",1 cup,1.0,546,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602151.png,Appears to be whole roasted coffee beans — likely a medium-to-dark roast.,['92101000'],1.1143225679794948,0.9998351335525512,0.0433987243162722,1.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/2 cup,,0.33,,cup,180.0,180.0,59.400000000000006,235.8,77.81400000000001,15.858000000000002,5.233140000000001,42.426,14.000580000000005,0.972,0.3207600000000001
1155,080602148.png,smallest,41102020,"Black beans, from dried, no added fat",1/4 cup,0.25,546,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602148.png,Appears to be whole roasted coffee beans — likely a medium–dark roast. Specific variety (Arabica vs. Robusta or single-origin vs. blend) can’t be determined from the image.,['92101000'],1.0645237430930137,0.9351847171783448,0.0557224764823279,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.1,,cup,180.0,45.0,18.0,58.95,23.58,3.9645000000000006,1.5858,10.6065,4.2426,0.243,0.0972
1174,033009101.png,smallest,26319110,"Shrimp, not further specified subcategory assigned",1/4 cup,0.25,557,10043,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/033009101.png,"Appears to be cooked peeled shrimp (small prawns), likely boiled/steamed or lightly sautéed.",['26319130'],1.096723110973835,0.8603232502937317,0.0938328127805606,0.25,cup,"1-3/4 cups ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,2 cups ,1 shrimp ,5 shrimp ,10 shrimp",5 shrimp,,,,cup,135.0,33.75,,49.275,,5.21775,,1.65375,,2.251125,
1181,050908437.png,largest,12210430,"Coffee creamer, powder, fat free",1 packet,1.0,560,61573,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050908437.png,"Appears to be a packaged pancake product — likely pancakes/hotcakes (buttermilk-style), possibly a frozen or instant/ready-to-heat pancake item.",['55100010'],0.954733348886172,0.6982849836349487,0.0958929580005458,1.0,packet,"2 teaspoons ,1 teaspoon ,2 tablespoons ,1 tablespoon ,1 packet",1 packet,,1,,packet,3.0,3.0,3.0,12.93,12.93,0.0569999999999999,0.0569999999999999,2.2020000000000004,2.2020000000000004,0.471,0.471
1188,072302334.png,median,42111100,"Peanuts, roasted, salted",5/8 cup,0.625,563,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302334.png,Likely shelled peanuts — appears to be dry-roasted or raw peanuts on a plate.,['42111210'],0.9828483581542968,0.7738553285598755,0.0796665040371601,0.625,cup,"1 piece ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,1 cup",1/4 cup,,0.3,,cup,146.0,91.25,43.8,546.5875,262.36199999999997,25.577375000000004,12.27714,13.92475,6.683879999999999,47.90625,22.995
