FileName,PortionType,FoodCodeCommon,Main Food description,Portion,Multiplier,Rank,PortionCode,PortionSubCode,Link,GPTFoodDescription,GPTFoodCode,retrieval_score_avg,retrieval_score_top1,retrieval_score_spread
081302135.png,largest,71101000,"Potato, baked, peel not eaten",2 cups,2,581,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081302135.png,Appears to be mashed sweet potatoes (mashed yams). Possibly—if dairy/cheddar was added—cheesy mashed potatoes.,['73409000'],1.109109512,0.860258162,0.095794694
081302130.png,median,71101000,"Potato, baked, peel not eaten",3/4 cup,0.75,581,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081302130.png,Likely a small mound of mashed sweet potato (or yam) — an orange-colored puree. Could also be butternut squash or carrot puree depending on seasoning.,['91407120'],1.186835551,0.955049574,0.057731156
000000000.png,smallest,71101000,"Potato, baked, peel not eaten",,0.125,581,60930,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The image appears to be unavailable or failed to load, so I cannot view the food.",,,,
080602508.png,largest,75205021,"Green beans, fresh, cooked, no added fat",2 cups,2,582,10082,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602508.png,"Appears to be green beans (string beans), likely the thin ""haricots verts"" variety, simply steamed or blanched.",['75205021'],0.925304717,0.788170576,0.054248295
080602502.png,median,75205021,"Green beans, fresh, cooked, no added fat",1/2 cup,0.5,582,10082,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602502.png,"Appears to be green beans (haricots verts), likely steamed or blanched.",['75205021'],0.957709246,0.818379939,0.083610574
091307175.png,smallest,75205021,"Green beans, fresh, cooked, no added fat",1 piece,0.1,582,62432,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307175.png,"Appears to be a single green bean (snap bean), likely a thin variety like a haricot vert, possibly steamed or blanched.",['75205021'],0.919897841,0.842707217,0.034856816
100708124.png,largest,14201010,"Cheese, cottage, creamed, large or small curd",2 cups,2,583,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100708124.png,"Appears to be cottage cheese — likely plain, small-curd cottage cheese (could also be ricotta-style fresh cheese).",['14201010'],1.080283666,0.807869911,0.081884849
100708120.png,median,14201010,"Cheese, cottage, creamed, large or small curd",1 cup,1,583,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100708120.png,Appears to be mashed potatoes — likely boiled and hand-mashed with butter and milk/cream. Could also possibly be a cauliflower mash or a ricotta-style fresh cheese if not potato.,['71501010'],1.086396332,0.839795351,0.096968088
100708117.png,smallest,14201010,"Cheese, cottage, creamed, large or small curd",1/4 cup,0.25,583,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100708117.png,"Likely a small scoop of ricotta (a fresh, grainy white cheese). Could also be cottage cheese or a coarse mashed potato/mashed cauliflower—appears to be a fresh, creamy, slightly lumpy white dairy/vegetable mash.",['14201500'],1.101056833,0.906975508,0.069205283
050908437.png,largest,12210505,"Coffee creamer,powder, sugar free, flavored",1 packet,1,584,61573,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050908437.png,"Likely a packaged, store‑bought pancake — appears to be a pre‑cooked/frozen pancake (single serving) in retail packaging.",['55100010'],0.947405538,0.740443587,0.062004959
042108430.png,median,12210505,"Coffee creamer,powder, sugar free, flavored",1 tablespoon,0.063,584,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/042108430.png,"Appears to be a measuring spoon holding a small amount of white powder — likely flour, powdered sugar, or salt (can’t be determined precisely from the image).",['91101020'],1.223861081,0.866376698,0.128032557
042108426.png,smallest,12210505,"Coffee creamer,powder, sugar free, flavored",1 teaspoon,0.021,584,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/042108426.png,"Appears to be a small scoop of a white, creamy substance — likely mayonnaise or a thick plain yogurt/sour cream (e.g., Greek yogurt).",['11411390'],1.106087566,0.972177327,0.058013226
072302345.png,largest,43102100,"Sunflower seeds, plain, salted",1 cup,1,587,10111,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302345.png,Likely whole brown flaxseeds (linseed) — raw/unprocessed whole seeds.,['43104000'],1.20324712,0.901493073,0.083638076
072302341.png,median,43102100,"Sunflower seeds, plain, salted",1/2 cup,0.5,587,10111,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302341.png,"Likely cooked bulgur (cracked wheat) — medium-coarse, plain (no visible mix‑ins). It could also possibly be a similar cooked whole grain like freekeh or broken wheat, but it most closely resembles bulgur.",['56207110'],1.078272164,0.786966503,0.096309561
031210111.png,smallest,43102100,"Sunflower seeds, plain, salted",1 piece,0.05,587,62502,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031210111.png,Likely a single grain of brown rice (appears to be one rice kernel).,['56205018'],1.064539397,0.971214712,0.051949256
000000000.png,largest,27446200,"Chicken or turkey salad, made with mayonnaise",,2,588,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The image is missing / shows a ""No image available"" placeholder, so I cannot identify the food.",,,,
000000000.png,median,27446200,"Chicken or turkey salad, made with mayonnaise",,1,588,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"Reason: the provided image is a ""No image available"" placeholder, so the food picture is not visible.",,,,
000000000.png,smallest,27446200,"Chicken or turkey salad, made with mayonnaise",,0.25,588,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The image appears to be a placeholder that says ""No image available,"" so there is no actual photo of food to identify.",,,,
091002109.png,largest,41420010,Soybean curd,2 cups,2,589,10207,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002109.png,"Likely diced luncheon meat (e.g., Spam) — small, uniform pale-pink cubes. Could also be processed ham or another diced cured/processed meat; not certain from the image.",['25230530'],0.997176454,0.718950927,0.138067944
060911109.png,median,41420010,Soybean curd,1 piece,1,589,61718,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/060911109.png,"Appears to be a small square of shortbread (a buttery, dense cookie). Could also possibly be a small piece of dense butter cake or simply a pat of butter—hard to be certain from the photo.",['53239000'],1.079448456,0.863792002,0.081895021
091002102.png,smallest,41420010,Soybean curd,1/4 cup,0.25,589,10207,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002102.png,"Appears to be diced cooked chicken breast — likely poached/steamed or lightly roasted. Could also possibly be diced turkey or firm tofu, but chicken seems most likely.",['24120120'],1.006797441,0.886980891,0.065467087
110408125.png,largest,25230900,,8 ounces,8,590,61937,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110408125.png,Appears to be thin slices of processed luncheon meat — likely bologna (baloney) or a similar deli-style cooked ham.,['25220410'],0.970090113,0.756696641,0.070667298
110408123.png,median,25230900,,7/8 cup,1.4907,590,10190,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110408123.png,"Appears to be sliced deli turkey breast (cold‑cut turkey). Possibly could be a pale deli ham or sliced cooked chicken breast, but most likely turkey.",['25230780'],0.952861037,0.725716591,0.092624188
110408117.png,smallest,25230900,,1/8 cup,0.213,590,10190,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110408117.png,Appears to be a small folded slice of deli meat — likely deli turkey breast (or possibly light-colored ham).,['25230780'],0.983798726,0.792908669,0.069762419
113099b.png,largest,27150210,Fish sauce,1/2 cup,0.5,592,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113099b.png,"Appears to be a small white cup or measuring scoop filled with a dark liquid — likely coffee (espresso or strong brewed), possibly hot chocolate or melted chocolate.",['92101610'],1.038253856,0.848035932,0.073298432
113093b.png,median,27150210,Fish sauce,3 tablespoons,0.1875,592,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113093b.png,Likely three measuring spoons holding a thick red sauce — appears to be tomato paste or a concentrated tomato-based condiment (ketchup/barbecue-style sauce).,['74401010'],1.065680727,0.943566859,0.048040111
113091b.png,smallest,27150210,Fish sauce,1 tablespoon,0.0625,592,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113091b.png,Appears to be a spoonful of a red sauce — likely tomato ketchup or a tomato-based condiment. Could also possibly be a red fruit jam or syrup.,['74401010'],1.132201675,0.906524241,0.084747157
072402118.png,largest,42101210,,1 cup,1,593,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072402118.png,"Appears to be whole almonds (brown‑skinned), likely raw whole almonds — possibly dry‑roasted without visible salt or oil.","['42101000', '42101130']",0.976127254,0.676140547,0.106960888
072402114.png,median,42101210,,1/2 cup,0.5,593,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072402114.png,Appears to be whole almonds (almond nuts) — likely raw or dry-roasted with skins intact.,"['42101000', '42101130']",1.030921404,0.728938401,0.1136013
030210129.png,smallest,42101210,,1 piece,0.0353,593,40009,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/030210129.png,Appears to be a single almond sitting in a bowl of milk — likely an almond in dairy milk (could also be cream or thinned yogurt).,['11350000'],1.053996483,0.871773899,0.072769197
cp_42fo.png,largest,92550030,"Fruit juice drink, with high vitamin C, light",42 FO,42,596,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"Appears to be a disposable foam/plastic drinking cup (styrofoam or takeaway beverage cup) with a purple hexagon pattern — likely used for soda or other drinks, not a food item.",['92410550'],0.972284243,0.67470628,0.113797318
cp_42fo.png,median,92550030,"Fruit juice drink, with high vitamin C, light",42 FO,4.2,596,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,Appears to be a disposable single-use drinking cup (foam or paper) with a purple hexagon pattern — no food is visible inside.,['92101904'],0.980309044,0.687987149,0.112117997
mug_2fo.png,smallest,92550030,"Fruit juice drink, with high vitamin C, light",2 FO,0.1,596,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,"Appears to be a white ceramic mug (cup); contents aren’t visible, so it’s likely an empty cup or a vessel for coffee/tea but the specific beverage can’t be determined.",['92101000'],1.085231884,0.874969304,0.111820731
051911113.png,largest,51401010,"Bread, rye",1 slice,1,597,62308,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/051911113.png,Appears to be a small piece of toasted bread — likely a dry toast/rusk or a browned slice of plain white or wheat bread.,['51188500'],1.01461026,0.826145053,0.089698408
051911118.png,median,51401010,"Bread, rye",1 slice,0.75,597,61813,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/051911118.png,Appears to be a single small slice of whole‑wheat/brown bread — likely a piece of toasted whole‑grain bread (could also be a rusk or biscotte).,['51300120'],0.950274173,0.774793327,0.074354644
051911118.png,smallest,51401010,"Bread, rye",1 slice,0.125,597,61813,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/051911118.png,Appears to be a small slice of brown/whole-wheat bread — likely a piece of toasted whole-grain bread.,['51300120'],0.911810419,0.762464106,0.049989957
061308113.png,largest,53226500,"Cookie, marshmallow, with rice cereal, no bake",1 bar,1,598,60375,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061308113.png,Appears to be a rice krispie–style cereal bar — likely a classic puffed‑rice (Rice Krispies) treat bound with marshmallow or a sweet syrup.,['53714400'],1.013761455,0.77565217,0.104723569
061308115.png,median,53226500,"Cookie, marshmallow, with rice cereal, no bake",1/2 bar,0.5,598,60375,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061308115.png,"Appears to be a single small crouton — a toasted/seasoned bread cube commonly used as a salad or soup topping (could also be a small square cracker, but likely a crouton).",['51185000'],1.131818325,0.885625303,0.059331515
061308116.png,smallest,53226500,"Cookie, marshmallow, with rice cereal, no bake",1/4 bar,0.25,598,60375,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061308116.png,"Appears to be a single rectangular breakfast cereal piece in milk — likely a wheat biscuit (e.g., Weetabix-style) or possibly a small granola/bran cereal bar piece.",['57417000'],0.966837079,0.835252941,0.058660743
070909409.png,largest,83205450,"Italian dressing, light",6 tablespoons,6,603,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/070909409.png,"Appears to be small spoon servings of an amber, translucent gel — likely a jelly/aspic. Possibly coffee jelly (sweet) or a savory consommé/aspic (meat or vegetable stock) set into gelatin.",['91501010'],1.224639505,1.124518037,0.045750444
070909413.png,median,83205450,"Italian dressing, light",2 tablespoons,2,603,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/070909413.png,Likely packed light brown sugar (appears to be brown sugar measured in two spoons).,['91102010'],1.240155089,0.931728661,0.081193168
070909416.png,smallest,83205450,"Italian dressing, light",1 teaspoon,0.3333,603,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/070909416.png,"Likely a small white measuring spoon holding honey (or possibly a light amber syrup like maple or corn syrup), based on the viscous amber appearance.",['91300100'],1.205873392,0.931138158,0.083302554
101309133.png,largest,75115000,"Mushrooms, raw",2 cups,2,604,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101309133.png,"Likely thinly sliced fresh mushrooms (button/cremini/champignon), raw and arranged on a plate — appears to be common white or brown (cremini) mushrooms.",['75115000'],1.105504863,0.83742851,0.102546481
101309120.png,median,75115000,"Mushrooms, raw",1 whole vegetable,0.75,604,61238,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101309120.png,Likely a single macadamia nut — possibly a blanched/peeled hazelnut but most consistent with a macadamia in appearance.,['42109100'],1.127228825,0.98265326,0.044477019
101309119.png,smallest,75115000,"Mushrooms, raw",1 whole vegetable,0.125,604,60919,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101309119.png,Appears to be a single button (champignon) mushroom (small white/brown variety) sitting in a milky or cream-like liquid — likely raw or lightly blanched in cream/yogurt.,['75115000'],1.090681421,0.958947003,0.058486047
050509119.png,largest,51300050,"Bread, whole grain white",1 slice,1,605,62308,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050509119.png,"Likely a single slice of white sandwich bread (possibly Japanese milk bread/shokupan), appears untoasted.",['51101000'],1.069815445,0.886619449,0.093865115
050509129.png,median,51300050,"Bread, whole grain white",1/2 slice,0.5,605,61069,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050509129.png,"Appears to be a half slice of white bread, lightly toasted (a small piece of toast).",['51101010'],0.905832202,0.780167937,0.049344452
050509119.png,smallest,51300050,"Bread, whole grain white",1 slice,0.125,605,62308,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050509119.png,"Appears to be a single slice of white sandwich bread (plain, unsliced from a commercial loaf) on a plate.",['51101000'],0.965548851,0.813720167,0.051088196
111903021.png,largest,91406500,"Jam or jelly, fruit juice sweetened",1 heaping tablespoon,2,606,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903021.png,Appears to be a small cup of espresso or dark coffee — likely an espresso shot with crema on top.,['92101610'],1.187645329,0.978863835,0.064630786
111903019.png,median,91406500,"Jam or jelly, fruit juice sweetened",1 heaping teaspoon,0.6666,606,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903019.png,Appears to be black olives — likely Kalamata or canned/pitted black olives in a small bowl.,['75510020'],1.2055775,0.810181975,0.124071868
111903018.png,smallest,91406500,"Jam or jelly, fruit juice sweetened",1 teaspoon,0.3333,606,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903018.png,"Likely a small white dessert (panna cotta, plain yogurt, or soft tofu) topped with a dark sauce or paste — possibly chocolate syrup, black sesame paste, or a balsamic reduction.",['91361040'],1.06938372,0.961949527,0.053854237
000000000.png,largest,26319130,"Shrimp, steamed or boiled",,16,607,40094,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The file shows a ""No image available"" placeholder (no actual food visible), so I can't identify any dish.",,,,
041409105.png,median,26319130,"Shrimp, steamed or boiled",1 shrimp,1,607,61397,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/041409105.png,Likely a cashew nut — appears to be a single (probably roasted) cashew.,['42104110'],1.076150759,0.802336276,0.098600399
033009101.png,smallest,26319130,"Shrimp, steamed or boiled",1/4 cup,0.25,607,10043,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/033009101.png,"Appears to be cooked shrimp (small prawns), peeled with tails on — likely boiled/steamed or lightly sautéed.",['26319130'],1.055984879,0.817966521,0.08720914
091809101.png,largest,58100120,,1 burrito,162,609,98,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091809101.png,"Appears to be a single soft flour-tortilla wrap — likely a simple rolled burrito or sandwich wrap (not fried). Could contain typical fillings like meat, beans, cheese, or vegetables.",['58102620'],1.040997755,0.886255205,0.05636263
071409134.png,median,58100120,,2 cups,2,609,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071409134.png,"Appears to be diced, pan-seared/grilled chicken breast (small cubed pieces with browned edges). Possibly, if vegetarian, it could be pan‑fried tofu, but most likely cooked chicken.",['24124201'],1.050925986,0.872463524,0.081220896
071409125.png,smallest,58100120,,1 burrito,0.125,609,61311,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071409125.png,"Appears to be a flour-tortilla wrap — likely a burrito (a soft flour tortilla rolled around fillings, possibly meat and sauce; could also be a shawarma-style wrap).",['58102620'],1.074542735,0.915590167,0.068750844
000000000.png,largest,91703200,,,1,611,60822,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The file shows a ""No image available"" placeholder, so I cannot view the food.",,,,
101207107.png,median,91703200,,1/2 package,0.5,611,61548,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101207107.png,"Appears to be a small rectangular milk chocolate candy bar — likely plain milk chocolate or possibly a filled bar (caramel or wafer center), based on its shape and color. I can’t tell the exact filling or brand from the image.",['91705510'],0.899074003,0.758611917,0.065319588
091807104.png,smallest,91703200,,1 piece,0.0625,611,61548,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091807104.png,"Appears to be a chocolate-coated wafer/cookie stick — likely a rolled wafer or chocolate “finger” (e.g., Pirouline-style or similar chocolate-coated wafer with a cream/hazelnut filling).",['53209010'],0.991557776,0.770332873,0.073693353
000000000.png,largest,53247000,"Cookie, vanilla wafer",,1,615,60919,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The image shows a ""No image available"" placeholder, so there is no actual food photo to identify.",,,,
081908116.png,median,53247000,"Cookie, vanilla wafer",1 cookie,1,615,63989,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081908116.png,"Likely a single egg yolk placed on a white plate. (Could also possibly be a small round fruit like a cherry tomato or apricot, but it most closely resembles an egg yolk.)",['31110010'],1.120005772,0.875580013,0.109651418
081908116.png,smallest,53247000,"Cookie, vanilla wafer",1 cookie,0.5,615,63989,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081908116.png,Appears to be a single egg yolk on a plate — likely a separated raw (or lightly cooked) yolk. The deep orange color suggests it could be from a duck/chicken egg with rich feed or a salted/preserved egg yolk.,['31110010'],1.060141194,0.798810184,0.083321508
080802240.png,largest,73102211,"Carrots, fresh, cooked, no added fat",2 cups,2,616,10161,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802240.png,Appears to be crinkle-cut carrot slices — likely cooked/steamed (or canned) carrot coins.,['73102220'],1.043617925,0.898114502,0.066782712
091307110.png,median,73102211,"Carrots, fresh, cooked, no added fat",3/4 whole vegetable,0.75,616,60947,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307110.png,Appears to be a single carrot piece — likely a baby carrot or a carrot stick (probably raw).,['73101010'],1.082289641,0.878784716,0.066678595
091307109.png,smallest,73102211,"Carrots, fresh, cooked, no added fat",1 whole vegetable,0.125,616,60947,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307109.png,Appears to be a carrot — likely a peeled whole carrot or a carrot stick (baby/finger-style carrot).,['73101010'],1.07012731,0.911437571,0.057373991
122909118.png,largest,11432500,,3 cups,3,618,10215,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/122909118.png,Seems like a pink creamy condiment — likely mayonnaise mixed with ketchup (fry-sauce / Marie Rose / Thousand Island–style dressing).,['81308100'],1.10096241,0.950299978,0.049431974
031604005.png,median,11432500,,18 ounces,1,618,60040,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031604005.png,Appears to be a single-serve strawberry yogurt cup — likely strawberry-flavored fruit yogurt.,"['11431000', '11432000']",0.908146069,0.781958103,0.052187849
122909111.png,smallest,11432500,,1/4 cup,0.25,618,10215,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/122909111.png,"Appears to be a pale pink, creamy condiment — likely a mayonnaise‑based sauce mixed with ketchup or tomato (e.g., fry sauce, Thousand Island or Russian dressing).",['81308100'],1.05443394,0.913564622,0.060801066
113099a.png,largest,14650100,Cheese sauce,1/2 cup,0.5,619,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113099a.png,Appears to be a yellow powder in a measuring cup — likely cornmeal or polenta (ground yellow corn) used for baking/cooking.,['56201515'],1.12288631,0.926747382,0.063492302
113093a.png,median,14650100,Cheese sauce,3 tablespoons,0.1875,619,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113093a.png,Likely ground turmeric (turmeric powder) — bright yellow fine spice in measuring spoons; could also possibly be a yellow curry or mustard powder.,['81312100'],1.35940492,1.182501435,0.077183257
113091a.png,smallest,14650100,Cheese sauce,1 tablespoon,0.0625,619,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113091a.png,Appears to be a white measuring spoon holding a bright yellow substance — likely prepared yellow mustard (could also be ground turmeric or a yellow curry/paste).,['75506010'],1.303459467,1.017780542,0.099962305
121511113.png,largest,27146010,,16 ounces,453.6,621,98,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/121511113.png,"Appears to be sliced doner/gyro/shawarma-style roasted meat — likely lamb or beef, thinly shaved from a vertical rotisserie and lightly charred.",['27516010'],1.174482118,0.950111866,0.095068497
111111114.png,median,27146010,,1-1/2 cups,1.5,621,10049,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111111114.png,"Appears to be diced cooked chicken breast — likely sautéed or roasted, plain or lightly seasoned.","['24124201', '24122131']",0.976093526,0.837366879,0.057888295
111111109.png,smallest,27146010,,1/4 cup,0.25,621,10049,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111111109.png,"Appears to be small diced cooked potatoes—likely pan‑fried or roasted potato cubes (home‑fries), lightly browned and seasoned.",['71403040'],1.047478805,0.803259313,0.074875921
072302345.png,largest,43102000,"Sunflower seeds, plain, unsalted",1 cup,1,622,10111,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302345.png,"Likely bulgur (cracked wheat) — appears to be a coarse/toasted dry cracked wheat mix (could also be whole wheat berries), not cooked.",['56207110'],1.052965196,0.807506979,0.092875323
072302341.png,median,43102000,"Sunflower seeds, plain, unsalted",1/2 cup,0.5,622,10111,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302341.png,"Likely browned/crumbled ground meat — most likely cooked ground beef (possibly seasoned taco-style or for a bolognese), though it could be ground turkey or pork prepared similarly.",['27116350'],1.124910363,0.865086496,0.08716088
031210111.png,smallest,43102000,"Sunflower seeds, plain, unsalted",1 piece,0.007,622,40004,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031210111.png,Appears to be a single brown flaxseed (linseed) floating in milk on a white plate.,['43104000'],1.245628603,0.937449932,0.062697155
022504035.png,largest,63133010,"Papaya, raw",1 medium size,1,623,60939,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/022504035.png,"This appears to be a papaya (Carica papaya), likely an unripe/green papaya based on the mostly green skin with some yellowing.",['63133010'],1.226112455,0.906454682,0.098261165
000000000.png,median,63133010,"Papaya, raw",,0.5,623,62034,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The provided image is a ""No image available"" placeholder, so there is no actual food visual to identify.",,,,
072508126.png,smallest,63133010,"Papaya, raw",1/8 cup,0.125,623,10063,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072508126.png,Appears to be two small cubes of orange gelatin/jelly — likely a fruit-flavored gel (mango or apricot) or a similar agar/gelatin dessert.,['91501020'],1.100518143,0.804836273,0.113695244
052008128.png,largest,41201010,Baked beans,3/8 cup,2,624,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008128.png,"Appears to be baked beans — haricot/navy beans in a tomato-based sauce, likely canned-style (English-style stewed baked beans).",['41201010'],0.994488001,0.773675323,0.08589677
052008124.png,median,41201010,Baked beans,1/8 cup,1,624,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008124.png,"Appears to be baked beans in tomato sauce — likely canned-style (e.g., Heinz-type) baked beans.",['41201010'],0.981478124,0.74597168,0.092040334
052008121.png,smallest,41201010,Baked beans,3/4 cup,0.25,624,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052008121.png,Likely baked beans in tomato sauce — appears to be canned-style brown beans simmered in a sweet-tomato sauce.,['41201010'],1.002878572,0.791624606,0.0687521
cp_42fo.png,largest,92100500,"Coffee, not specified subcategory as to brewed or instant",42 FO,42,626,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"This appears to be a disposable drinking cup (foam or thin plastic) — not a food item. Likely used for beverages (coffee, soda, water), but the image doesn’t show any drink inside so I can’t identify a specific beverage.",['92101000'],0.943496209,0.714881182,0.083341117
wglss_8fo.png,median,92100500,"Coffee, not specified subcategory as to brewed or instant",8 FO,4.8,626,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/wglss_8fo.png,"This appears to be an empty stemmed wine glass (clear glass), likely a white‑wine or general-purpose wine glass — not a food item.",['93401020'],1.206913201,0.827841222,0.104972257
mug_2fo.png,smallest,92100500,"Coffee, not specified subcategory as to brewed or instant",2 FO,0.1,626,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,"No food visible — appears to be a white ceramic mug (empty) on a blue background, possibly meant for coffee or tea.",['92101000'],0.958471082,0.807445288,0.089213516
080602545.png,largest,75122200,"Pepper, sweet, red, raw",2 cups,2,627,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602545.png,"Likely diced red bell pepper (sweet red capsicum), raw.",['75122200'],1.124998003,0.941468179,0.077056742
102809109.png,median,75122200,"Pepper, sweet, red, raw",1 whole vegetable,0.75,627,61284,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102809109.png,"Appears to be a small red bell pepper (sweet pepper/pimiento), whole and raw.",['75122200'],1.089133356,0.855558038,0.080294892
102809108.png,smallest,75122200,"Pepper, sweet, red, raw",1 whole vegetable,0.125,627,60928,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102809108.png,Appears to be a small red tomato — likely a cherry tomato or a small ribbed heirloom variety.,['53415400'],1.193256369,1.063968897,0.044114518
081809101.png,largest,53510100,"Danish pastry, with fruit",1 pastry,1,630,60956,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081809101.png,Likely an apple tartlet (tarte fine/apple Danish) — thinly sliced apples arranged on puff pastry and glazed (often with apricot jam) and lightly caramelized.,['53510100'],1.102394452,0.925425053,0.047706583
