FileName,PortionType,FoodCodeCommon,FC_Description,Portion,Multiplier,Rank,Link,GPTFoodDescription,GPTFoodCode,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,PortionCode,PortionSubCode,BaseUnit,FoodCode,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
112409109.png,median,52202060,"Cornbread, made from home recipe",1 piece,4.0,307,https://asa24.nci.nih.gov/images/112409109.png,Basbousa — a square piece of semolina cake soaked in syrup (Middle Eastern-style).,['53441210'],1.0,piece,"1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,2 cups ,1/4 piece ,1 piece ,1 piece ,1-3/4 cups ,1/4 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1-1/2 cups ,1/4 piece ,1-1/4 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 cup ,1/2 cup ,1/4 cup",1 piece,,1,,90000.0,0.0,piece,52202060.0,65.0,65.0,65.0,186.55,186.55,4.2575,4.2575,27.865499999999997,27.865499999999997,6.37,6.37
040309104.png,median,24208500,"Turkey bacon, cooked",1 slice,1.0,314,https://asa24.nci.nih.gov/images/040309104.png,A single breaded and fried chicken strip (chicken tender).,['24198739'],1.0,slice,"1 slice ,3 slices ,1 slice ,3 slices ,3 slices ,1 slice ,1 slice ,1 slice ,2 slices ,2 slices ,2 slices ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,3/4 cup ,1 slice ,1/2 cup ,1 slice ,1 slice ,1/4 cup",1 slice,,1,,61410.0,0.0,slice,24208500.0,11.0,11.0,11.0,40.480000000000004,40.480000000000004,3.245,3.245,0.46640000000000004,0.46640000000000004,2.8457,2.8457
040309104.png,median,24208500,"Turkey bacon, cooked",1 slice,1.0,314,https://asa24.nci.nih.gov/images/040309104.png,A single breaded and fried chicken strip (chicken tender).,['24198739'],1.0,slice,"1 slice ,3 slices ,1 slice ,3 slices ,3 slices ,1 slice ,1 slice ,1 slice ,2 slices ,2 slices ,2 slices ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,3/4 cup ,1 slice ,1/2 cup ,1 slice ,1 slice ,1/4 cup",1 slice,,1,,90000.0,0.0,slice,24208500.0,11.0,11.0,11.0,40.480000000000004,40.480000000000004,3.245,3.245,0.46640000000000004,0.46640000000000004,2.8457,2.8457
072502429.png,median,62109100,"Cranberries, dried",5/8 cup,0.625,315,https://asa24.nci.nih.gov/images/072502429.png,Dried cranberries (sweetened dried cranberries).,['62109100'],0.625,cup,"1 piece ,1 cup ,7/8 cup ,3/4 cup ,5/8 cup ,1/2 cup ,3/8 cup ,1/4 cup ,1/8 cup",1/4 cup,,0.25,,10205.0,0.0,cup,62109100.0,160.0,100.0,40.0,308.0,123.2,0.17,0.068,82.8,33.12,1.09,0.436
081108408.png,median,14104250,"Cheese, Colby Jack",3/4 cup,0.75,320,https://asa24.nci.nih.gov/images/081108408.png,Shredded orange cheddar cheese (grated cheddar).,['14104100'],0.75,cup,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 cup ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup",3/4 cup,,0.33,,10010.0,0.0,cup,14104250.0,113.0,84.75,37.29,325.44,143.1936,20.4417,8.994348,1.3729500000000001,0.604098,26.442,11.634479999999998
081108408.png,median,14104250,"Cheese, Colby Jack",3/4 cup,0.75,320,https://asa24.nci.nih.gov/images/081108408.png,Shredded orange cheddar cheese (grated cheddar).,['14104100'],0.75,cup,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 cup ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup",3/4 cup,,0.33,,10159.0,0.0,cup,14104250.0,113.0,84.75,37.29,325.44,143.1936,20.4417,8.994348,1.3729500000000001,0.604098,26.442,11.634479999999998
100709105.png,median,75103000,"Cabbage, green, raw",1 head,0.625,324,https://asa24.nci.nih.gov/images/100709105.png,A whole green (round) cabbage on a plate.,['75103000'],1.0,head,"2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 leaf ,1 head ,1 cup ,1 cup ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,1 head ,7/8 head ,1 head ,3/4 head ,1 head ,3/4 cup ,3/4 cup ,3/4 head ,3/4 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,1/2 cup ,1 leaf ,1 head ,1/2 cup ,1/2 head ,1 leaf ,1/2 head ,1/2 head ,1 head ,1 leaf ,1 head ,1 head ,1 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,1 head ,1/4 cup ,1/4 head ,1 head ,1/4 head ,1 head ,1 head ,1/4 head ,1/4 cup ,1 head ,1 head ,1 head ,1 head ,1 head ,1/8 head ,1/8 head ,1/8 head ,1 head ,1 head ,1 head ,1 head ,1 head",1 head,,1,,61021.0,0.0,head,75103000.0,900.0,900.0,900.0,225.0,225.0,11.52,11.52,52.2,52.2,0.9,0.9
100709105.png,median,75103000,"Cabbage, green, raw",1 head,0.625,324,https://asa24.nci.nih.gov/images/100709105.png,A whole green (round) cabbage on a plate.,['75103000'],1.0,head,"2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 leaf ,1 head ,1 cup ,1 cup ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,1 head ,7/8 head ,1 head ,3/4 head ,1 head ,3/4 cup ,3/4 cup ,3/4 head ,3/4 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,1/2 cup ,1 leaf ,1 head ,1/2 cup ,1/2 head ,1 leaf ,1/2 head ,1/2 head ,1 head ,1 leaf ,1 head ,1 head ,1 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,1 head ,1/4 cup ,1/4 head ,1 head ,1/4 head ,1 head ,1 head ,1/4 head ,1/4 cup ,1 head ,1 head ,1 head ,1 head ,1 head ,1/8 head ,1/8 head ,1/8 head ,1 head ,1 head ,1 head ,1 head ,1 head",1 head,,1,,61357.0,0.0,head,75103000.0,900.0,900.0,900.0,225.0,225.0,11.52,11.52,52.2,52.2,0.9,0.9
100709105.png,median,75103000,"Cabbage, green, raw",1 head,0.625,324,https://asa24.nci.nih.gov/images/100709105.png,A whole green (round) cabbage on a plate.,['75103000'],1.0,head,"2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 leaf ,1 head ,1 cup ,1 cup ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,1 head ,7/8 head ,1 head ,3/4 head ,1 head ,3/4 cup ,3/4 cup ,3/4 head ,3/4 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,1/2 cup ,1 leaf ,1 head ,1/2 cup ,1/2 head ,1 leaf ,1/2 head ,1/2 head ,1 head ,1 leaf ,1 head ,1 head ,1 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,1 head ,1/4 cup ,1/4 head ,1 head ,1/4 head ,1 head ,1 head ,1/4 head ,1/4 cup ,1 head ,1 head ,1 head ,1 head ,1 head ,1/8 head ,1/8 head ,1/8 head ,1 head ,1 head ,1 head ,1 head ,1 head",1 head,,1,,62115.0,0.0,head,75103000.0,900.0,900.0,900.0,225.0,225.0,11.52,11.52,52.2,52.2,0.9,0.9
100709105.png,median,75103000,"Cabbage, green, raw",1 head,0.625,324,https://asa24.nci.nih.gov/images/100709105.png,A whole green (round) cabbage on a plate.,['75103000'],1.0,head,"2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 leaf ,1 head ,1 cup ,1 cup ,1 leaf ,1 leaf ,1 leaf ,1 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,7/8 head ,1 head ,1 head ,1 head ,7/8 head ,1 head ,3/4 head ,1 head ,3/4 cup ,3/4 cup ,3/4 head ,3/4 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,1/2 cup ,1 leaf ,1 head ,1/2 cup ,1/2 head ,1 leaf ,1/2 head ,1/2 head ,1 head ,1 leaf ,1 head ,1 head ,1 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,1 head ,1/4 cup ,1/4 head ,1 head ,1/4 head ,1 head ,1 head ,1/4 head ,1/4 cup ,1 head ,1 head ,1 head ,1 head ,1 head ,1/8 head ,1/8 head ,1/8 head ,1 head ,1 head ,1 head ,1 head ,1 head",1 head,,1,,90000.0,0.0,head,75103000.0,900.0,900.0,900.0,225.0,225.0,11.52,11.52,52.2,52.2,0.9,0.9
072302334.png,median,42111200,"Peanuts, dry roasted, salted",5/8 cup,0.625,329,https://asa24.nci.nih.gov/images/072302334.png,Baked beans — likely canned-style haricot/navy beans in a tomato-based sauce.,['41201010'],0.625,cup,"1 piece ,1 cup ,1 cup ,3/4 cup ,5/8 cup ,1/2 cup ,3/8 cup ,1/4 cup ,1/8 cup",1/2 cup,,0.33,,10205.0,0.0,cup,42111200.0,146.0,91.25,48.18,535.6375,282.8166,22.219375,11.73183,19.39975,10.243068000000001,45.31475,23.926187999999996
030409107.png,median,51601010,"Bread, multigrain, toasted",1/2 slice,0.5,332,https://asa24.nci.nih.gov/images/030409107.png,A piece of toast — a toasted slice of white bread (half a slice).,['51101010'],0.5,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",1/2 slice,,1,,62308.0,0.0,slice,51601010.0,9.0,4.5,9.0,13.095,26.19,0.6606000000000001,1.3212000000000002,2.1433500000000003,4.286700000000001,0.20925000000000002,0.41850000000000004
092810105.png,median,58106560,"Pizza with pepperoni, from restaurant or fast food, thick crust",1 piece,0.125,334,https://asa24.nci.nih.gov/images/092810105.png,A single slice of cheese pizza (plain/cheese-only pizza).,['58106225'],1.0,piece,"1 pastry ,1 Bagel Bite ,1 piece ,1 piece ,1 piece ,1 pastry ,1 pastry ,1 piece ,1 piece ,1 pizza ,1 piece ,3/4 pizza ,3/4 personal size pizza ,3/4 piece ,3/4 piece ,1 pastry ,1/2 personal size pizza ,1/2 piece ,1/2 pizza ,1 pastry ,1/2 piece ,1/4 personal size pizza ,1/4 pizza ,1/4 piece ,1/4 piece ,1 pastry ,1 pastry ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,3/4 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece",1 piece,,1,,,,piece,58106560.0,139.0,139.0,139.0,398.93,398.93,15.971100000000002,15.971100000000002,44.257600000000004,44.257600000000004,17.4862,17.4862
113092.png,median,83102000,Caesar dressing,2 tablespoons,2.0,335,https://asa24.nci.nih.gov/images/113092.png,"Two measuring spoons containing a light beige powdered ingredient — likely a flour (e.g., all-purpose flour).",['95220000'],2.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 packet ,1 tablespoon ,2 teaspoons ,1 teaspoon",2 tablespoons,,2,,21000.0,0.0,tablespoon,83102000.0,14.7,29.4,29.4,159.34799999999998,159.34799999999998,0.63798,0.63798,0.9702,0.9702,17.0079,17.0079
061908104.png,median,58160110,Beans and white rice,1 cup,1.0,351,https://asa24.nci.nih.gov/images/061908104.png,Puffed rice cake (a round rice cracker/snack).,['54318500'],1.0,cup,"3 cups ,3 cups ,3 cups ,3 cups ,3 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2 cups ,2 cups ,2 cups ,2 cups ,2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1 cup ,1 cup ,1 cup ,1 cup ,1 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup",1 cup,,0.3,,,,cup,58160110.0,170.0,170.0,51.0,278.8,83.64,11.05,3.315,42.823,12.846900000000002,7.157000000000001,2.1471
011509401.png,median,41205070,"Hummus, plain",3 tablespoons,0.1875,352,https://asa24.nci.nih.gov/images/011509401.png,Three measuring spoons filled with a white powdered ingredient — most consistent with all-purpose flour (could also be powdered sugar); exact identity can’t be confirmed from the image.,['91101020'],3.0,tablespoon,"1/2 cup ,1/2 cup ,3/8 cup ,1/3 cup ,1/4 cup ,1/4 cup ,3 tablespoons ,3 tablespoons ,2 tablespoons ,2 tablespoons ,1 tablespoon ,1 tablespoon",3 tablespoons,,3,,,,tablespoon,41205070.0,15.0,45.0,45.0,109.35000000000001,109.35000000000001,3.3075,3.3075,6.705,6.705,7.695000000000001,7.695000000000001
113093a.png,median,75506100,Honey mustard dip,3 tablespoons,0.1875,354,https://asa24.nci.nih.gov/images/113093a.png,Likely ground turmeric (turmeric powder).,['75440600'],3.0,tablespoon,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",3 tablespoons,,3,,,,tablespoon,75506100.0,15.0,45.0,45.0,123.75,123.75,0.7965000000000001,0.7965000000000001,11.322000000000001,11.322000000000001,8.1045,8.1045
072211107.png,median,58106220,"Pizza, cheese, from restaurant or fast food, thin crust",1/2 piece,0.5,361,https://asa24.nci.nih.gov/images/072211107.png,A folded thin crepe (pancake-like crepe) — likely a savory-style crepe (dosa/galette-type) rather than a thick flatbread.,['55702100'],0.5,piece,"1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 pastry ,1 pastry ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 pastry ,1 piece ,1 piece ,1 pastry ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,3/4 piece ,3/4 piece ,1 piece ,3/4 personal size pizza ,1/2 piece ,1/2 piece ,1 pastry ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/2 personal size pizza ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 personal size pizza ,1 pastry ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,1/4 piece ,1 piece ,1 pastry ,1 piece ,1 piece ,1 piece",1 piece,,1,,,,piece,58106220.0,86.0,43.0,86.0,129.86,259.72,5.5255,11.051,13.415999999999999,26.831999999999997,5.9985,11.997
112409109.png,median,52201000,"Cornbread, prepared from mix",1 piece,4.0,365,https://asa24.nci.nih.gov/images/112409109.png,A small square of syrup-soaked semolina cake — likely basbousa/revani.,['53441210'],1.0,piece,"1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,2 cups ,1/4 piece ,1 piece ,1 piece ,1-3/4 cups ,1/4 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1-1/2 cups ,1/4 piece ,1-1/4 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 cup ,1/2 cup ,1/4 cup",1 piece,,1,,51000.0,0.0,piece,52201000.0,60.0,60.0,60.0,198.0,198.0,3.9539999999999997,3.9539999999999997,32.676,32.676,5.747999999999999,5.747999999999999
112409109.png,median,52201000,"Cornbread, prepared from mix",1 piece,4.0,365,https://asa24.nci.nih.gov/images/112409109.png,A small square of syrup-soaked semolina cake — likely basbousa/revani.,['53441210'],1.0,piece,"1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,2 cups ,1/4 piece ,1 piece ,1 piece ,1-3/4 cups ,1/4 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1-1/2 cups ,1/4 piece ,1-1/4 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 cup ,1/2 cup ,1/4 cup",1 piece,,1,,90000.0,0.0,piece,52201000.0,60.0,60.0,60.0,198.0,198.0,3.9539999999999997,3.9539999999999997,32.676,32.676,5.747999999999999,5.747999999999999
100302121.png,median,22000100,"Pork, not further specified subcategory assigned",1/2 slice,2.0,367,https://asa24.nci.nih.gov/images/100302121.png,A single rectangular slice of processed luncheon meat (SPAM/canned-ham–style).,['25230530'],0.5,slice,"1 slice ,1/2 slice",1 slice,,1,,,,slice,22000100.0,30.0,15.0,30.0,28.8,57.6,4.071000000000001,8.142000000000001,0.0,0.0,1.3005000000000002,2.6010000000000004
113092.png,median,83204000,"Mayonnaise, light",2 tablespoons,2.0,370,https://asa24.nci.nih.gov/images/113092.png,A pale beige powdered ingredient — likely all-purpose (wheat) flour.,['53120272'],2.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon ,1 packet ,2 teaspoons ,1 teaspoon",2 tablespoons,,2,,,,tablespoon,83204000.0,15.6,31.2,31.2,74.256,74.256,0.11544,0.11544,2.87976,2.87976,6.932639999999999,6.932639999999999
020309405.png,median,81102010,"Margarine, stick",1 tablespoon,1.0,375,https://asa24.nci.nih.gov/images/020309405.png,A white granular/powdery cooking ingredient in a measuring spoon — likely table salt or granulated sugar.,['91101010'],1.0,tablespoon,"2 tablespoons ,1-1/2 tablespoons ,1 pat ,1 tablespoon ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",1 tablespoon,,1,,,,tablespoon,81102010.0,14.0,14.0,14.0,100.38,100.38,0.022400000000000003,0.022400000000000003,0.09799999999999999,0.09799999999999999,11.299399999999999,11.299399999999999
042108441.png,median,91101000,"Sugar, not further specified subcategory assigned",2 teaspoons,2.0,376,https://asa24.nci.nih.gov/images/042108441.png,Peeled garlic cloves.,['75111500'],2.0,teaspoon,"6 teaspoons ,5 teaspoons ,4 teaspoons ,3 teaspoons ,2 teaspoons ,1 teaspoon ,1 lump ,1 individual packet ,1 cube",2 teaspoons,,2,,,,teaspoon,91101000.0,4.2,8.4,8.4,33.684000000000005,33.684000000000005,0.0,0.0,8.3664,8.3664,0.02688,0.02688
090109107.png,median,13120100,"Ice cream bar, vanilla, chocolate coated",1/2 bar,0.5,386,https://asa24.nci.nih.gov/images/090109107.png,"Chocolate-covered rectangular confection — essentially a chocolate bar. 
I can’t determine the exact filling or variety from this image.",['91705300'],0.5,bar,"1 bar ,1 bar ,1 bar ,3/4 bar ,3/4 bar ,3/4 bar ,1/2 bar ,1/2 bar ,1/2 bar ,1/4 bar ,1/4 bar ,1/4 bar",1 bar,,1,,,,bar,13120100.0,75.0,37.5,75.0,124.125,248.25,1.5375,3.075,9.1875,18.375,9.0375,18.075
031303119.png,median,71000100,"Potato, not further specified subcategory assigned",3/4 cup,0.75,388,https://asa24.nci.nih.gov/images/031303119.png,Diced cooked potatoes — small cubes of boiled (or steamed) potato.,"['71103010', '71103125']",0.75,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 small ,1 medium ,1 large ,1 cup ,1 medium ,1 medium ,1 medium ,1 large ,1 small ,1 medium ,1 small ,3/4 medium ,1 medium ,3/4 medium ,3/4 medium ,3/4 cup ,1 large ,1 large ,1/2 medium ,1 small ,1/2 cup ,1/2 medium ,1/2 medium ,1 medium ,1 small ,1/4 cup ,1 medium ,1 large ,1/4 medium ,1/4 medium ,1/4 medium ,1 medium ,1 small ,1 large",1/4 cup,,0.1,,,,cup,71000100.0,160.0,120.0,16.0,151.20000000000002,20.16,2.244,0.2992,24.54,3.272,5.1000000000000005,0.68
070909421.png,median,83114000,Thousand Island dressing,2 tablespoons,2.0,389,https://asa24.nci.nih.gov/images/070909421.png,"Light-brown ground powder in measuring spoons — most consistent with a ground spice (e.g., ground cinnamon).",['91104100'],2.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon ,1 packet ,2 teaspoons ,1 teaspoon",2 tablespoons,,2,,21000.0,0.0,tablespoon,83114000.0,15.6,31.2,31.2,118.24799999999999,118.24799999999999,0.34008000000000005,0.34008000000000005,4.56768,4.56768,10.938720000000002,10.938720000000002
113097c.png,median,74402100,"Salsa, not further specified subcategory assigned",1/4 cup,0.25,396,https://asa24.nci.nih.gov/images/113097c.png,"Tomato-based red sauce (e.g., marinara/ketchup) in a small measuring cup.",['74404010'],0.25,cup,"1 packet ,1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",1 tablespoon,,0.5,,,,cup,74402100.0,256.0,64.0,128.0,21.76,43.52,0.9216,1.8432,4.3136,8.6272,0.1216,0.2432
113093a.png,median,14620200,Cheese dip,3 tablespoons,0.1875,398,https://asa24.nci.nih.gov/images/113093a.png,Ground turmeric (turmeric powder).,['81312100'],3.0,tablespoon,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",3 tablespoons,,3,,,,tablespoon,14620200.0,15.0,45.0,45.0,72.9,72.9,1.485,1.485,3.492,3.492,5.8815,5.8815
040209127.png,median,26100110,"Fish, not further specified subcategory assigned",2 cups,2.0,406,https://asa24.nci.nih.gov/images/040209127.png,Diced cooked potato (plain boiled or steamed potato cubes).,['71103010'],2.0,cup,"16 ounces ,14 ounces ,12 ounces ,10 ounces ,8 ounces ,6 ounces ,4 ounces ,2 ounces ,2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1/2 cup,,0.25,,,,cup,26100110.0,135.0,270.0,33.75,642.6,80.325,52.163999999999994,6.520499999999999,17.928,2.241,39.204,4.9005
100907120.png,median,11830160,"Chocolate beverage powder, dry mix, not reconstituted",3 tablespoons,3.0,409,https://asa24.nci.nih.gov/images/100907120.png,Ground cinnamon (ground spice).,['91104100'],3.0,tablespoon,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 envelope ,1 tablespoon",3 tablespoons,,3,,,,tablespoon,11830160.0,10.0,30.0,30.0,120.0,120.0,1.365,1.365,27.084000000000003,27.084000000000003,0.6809999999999999,0.6809999999999999
