dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients
dish_1562007763,290.70047,298,6.343606,47.406929,11.839698,"salt, arugula, quinoa, parsley, caesar salad, garlic, shallots, lemon juice, thyme, olive oil","arugula, caesar salad, garlic, lemon juice, olive oil, parsley, quinoa, salt, shallots, thyme"
dish_1565972674,613.592834,426,44.663322,9.929046,41.692604,"salt, scrambled eggs, chicken apple sausage, cherry tomatoes, pepper, lettuce, mixed greens, lime, olive oil, vinegar, onions, cucumbers","cherry tomatoes, chicken apple sausage, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, scrambled eggs, vinegar"
dish_1558116001,569.807007,223,39.426998,27.921001,28.353001,"almonds, grapes, sausage, bacon, potatoes","almonds, bacon, grapes, potatoes, sausage"
dish_1565370004,570.884766,370,41.655426,11.23975,36.877651,"bacon, olive oil, scrambled eggs, green beans","bacon, green beans, olive oil, scrambled eggs"
dish_1562775110,101.520004,282,0.282,25.380001,1.41,honeydew melons,honeydew melons
dish_1559845046,313.625977,207,18.192999,31.922001,10.976,"potatoes, mandarin oranges, broccoli, almonds","almonds, broccoli, mandarin oranges, potatoes"
dish_1563205903,101.239998,122,3.674,1.659,13.6,"chicken apple sausage, egg whites","chicken apple sausage, egg whites"
dish_1560527168,322.835297,219,18.368912,24.775576,15.273438,"tomatoes, garlic, potatoes, olive oil, cucumbers, mustard greens, salt, mustard, spinach (raw), vinegar, berries, bacon","bacon, berries, cucumbers, garlic, mustard, mustard greens, olive oil, potatoes, salt, spinach (raw), tomatoes, vinegar"
dish_1566931620,494.579987,461,26.081001,22.006001,48.034,"avocado, olives, mixed greens, chicken, broccoli","avocado, broccoli, chicken, mixed greens, olives"
dish_1561749778,334.527893,340,15.126814,15.89182,32.941494,"olive oil, thyme, salt, broccoli, salmon, cherry tomatoes, pepper, brown rice, arugula, radishes","arugula, broccoli, brown rice, cherry tomatoes, olive oil, pepper, radishes, salmon, salt, thyme"
dish_1563813395,371.862915,193,24.723194,16.471661,21.557278,"salt, pepper, brussels sprouts, olive oil, bacon, pineapple, sausage","bacon, brussels sprouts, olive oil, pepper, pineapple, salt, sausage"
dish_1560798815,404.963837,341,15.423538,46.987759,22.861877,"cheese pizza, broccoli, kale, caesar dressing, tofu, parmesan cheese, croutons, cauliflower","broccoli, caesar dressing, cauliflower, cheese pizza, croutons, kale, parmesan cheese, tofu"
dish_1559581378,705.734741,372,52.459366,11.82625,44.451256,"onions, cucumbers, olive oil, mixed greens, cherry tomatoes, lime, lettuce, eggs, salt, pepper, sausage, broccoli, vinegar, bacon","bacon, broccoli, cherry tomatoes, cucumbers, eggs, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, sausage, vinegar"
dish_1560874751,379.992004,220,10.96,58.687004,12.556001,"bacon, berries, bagels, cream cheese, yam","bacon, bagels, berries, cream cheese, yam"
dish_1558639876,68.18,215,0.529,15.370001,2.767,"carrot, cantaloupe, cauliflower","cantaloupe, carrot, cauliflower"
dish_1558461792,331,233,20.195999,34.499001,10.543,"grapes, spinach (raw), cherry tomatoes, almonds","almonds, cherry tomatoes, grapes, spinach (raw)"
dish_1561578800,338.354706,146,14.539577,38.594208,13.271948,"cheese pizza, salt, mustard, olive oil, blueberries, arugula, chard, vinegar, pepper, walnuts","arugula, blueberries, chard, cheese pizza, mustard, olive oil, pepper, salt, vinegar, walnuts"
dish_1559593646,55.385956,37,4.106483,4.05874,1.123272,"vinegar, mustard, blueberries, pepper, quinoa, salt, pumpkin seeds, olive oil, kale","blueberries, kale, mustard, olive oil, pepper, pumpkin seeds, quinoa, salt, vinegar"
dish_1572625810,0,199,0,0,0,"bacon, scrambled eggs, salsa","bacon, salsa, scrambled eggs"
dish_1565107143,454.274597,655,13.240049,31.671951,46.109219,"olive oil, watermelon, egg whites, scrambled eggs, sweet potato","egg whites, olive oil, scrambled eggs, sweet potato, watermelon"
dish_1563826306,882.837463,312,48.949856,69.584892,44.391125,"garlic, lime, salt, brownies, olive oil, wheat berry, steak, pepperoni pizza, cauliflower","brownies, cauliflower, garlic, lime, olive oil, pepperoni pizza, salt, steak, wheat berry"
dish_1566402123,445.116119,657,8.590679,38.491623,46.686604,"egg whites, watermelon, yam, sweet potato, olive oil","egg whites, olive oil, sweet potato, watermelon, yam"
dish_1561666821,211.78656,170,12.141861,19.425873,7.538332,"caesar salad, lettuce, onions, cheese pizza, cucumbers, lime, vinegar, pepper, cherry tomatoes, salt, olive oil, mixed greens","caesar salad, cheese pizza, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, vinegar"
dish_1559751552,227.313004,254,0.639,54.501999,2.885,"yam, berries","berries, yam"
dish_1563551134,246.919983,173,5.962,29.723001,16.8104,"bagels, cream cheese, egg whites","bagels, cream cheese, egg whites"
dish_1562010130,638.187561,376,37.53344,28.654207,47.262806,"carrot, olive oil, lemon juice, cabbage, arugula, vinegar, pork, pepper, garlic, salt, chickpeas, brussels sprouts, mustard greens, parsley, jalapenos, mayonnaise, wheat berry","arugula, brussels sprouts, cabbage, carrot, chickpeas, garlic, jalapenos, lemon juice, mayonnaise, mustard greens, olive oil, parsley, pepper, pork, salt, vinegar, wheat berry"
dish_1562603569,121.679504,62,7.050731,8.625269,5.648293,"bacon, olive oil, sweet potato","bacon, olive oil, sweet potato"
dish_1561749818,340.027893,395,15.126814,16.991819,33.491497,"brown rice, arugula, salmon, cherry tomatoes, pepper, salt, broccoli, radishes, olive oil, thyme, cucumbers","arugula, broccoli, brown rice, cherry tomatoes, cucumbers, olive oil, pepper, radishes, salmon, salt, thyme"
dish_1560799615,332.749847,283,17.999836,32.516449,11.012909,"spinach (raw), onions, squash, apple, salt, olive oil, pizza, cranberries, mustard, vinegar","apple, cranberries, mustard, olive oil, onions, pizza, salt, spinach (raw), squash, vinegar"
dish_1565034281,228.459991,306,9.433001,32.330002,5.901,"roasted potatoes, cauliflower","cauliflower, roasted potatoes"
dish_1573579635,0,54,0,0,0,"bread, lemon, butter, jams, cream cheese","bread, butter, cream cheese, jams, lemon"
dish_1562687554,409.334595,281,23.747805,42.104256,9.005127,"berries, salt, mustard, cucumbers, olive oil, waffles, chicken apple sausage, vinegar, honeydew melons, radishes, garlic, bell peppers","bell peppers, berries, chicken apple sausage, cucumbers, garlic, honeydew melons, mustard, olive oil, radishes, salt, vinegar, waffles"
dish_1563824130,111.319603,202,1.123033,21.762623,3.990974,"couscous, pepper, squash, olive oil, zucchini, salt, broccoli, turnips","broccoli, couscous, olive oil, pepper, salt, squash, turnips, zucchini"
dish_1562784307,158.518127,157,5.112942,24.925295,5.678117,"salt, pizza, olive oil, eggplant, corn on the cob","corn on the cob, eggplant, olive oil, pizza, salt"
dish_1563481030,155.81044,129,11.399983,12.434071,2.348426,"mustard, cucumbers, salt, figs, cherry tomatoes, chard, spinach (raw), vinegar, olive oil","chard, cherry tomatoes, cucumbers, figs, mustard, olive oil, salt, spinach (raw), vinegar"
dish_1560357297,942.454041,492,71.887001,10.706,59.336998,"sausage, scrambled eggs","sausage, scrambled eggs"
dish_1566332040,14.95,65,0.26,2.34,1.885,spinach (raw),spinach (raw)
dish_1560455179,103.320847,150,5.987522,12.081323,1.908316,"carrot, honeydew melons, pumpkin seeds, lettuce, mustard, salt, olive oil, arugula, vinegar, mixed greens","arugula, carrot, honeydew melons, lettuce, mixed greens, mustard, olive oil, pumpkin seeds, salt, vinegar"
dish_1561574428,84.002373,172,5.07367,7.938416,3.987952,"walnuts, caesar salad, salt, mustard, olive oil, blueberries, chard, arugula, vinegar, pepper, cauliflower","arugula, blueberries, caesar salad, cauliflower, chard, mustard, olive oil, pepper, salt, vinegar, walnuts"
dish_1571934154,0,288,0,0,0,"scrambled eggs, roasted potatoes, salsa","roasted potatoes, salsa, scrambled eggs"
dish_1564605328,541.238098,349,25.873276,57.831768,20.289171,"lettuce, bell peppers, cherry tomatoes, onions, cucumbers, feta cheese, vinaigrette, olives, cheese pizza","bell peppers, cheese pizza, cherry tomatoes, cucumbers, feta cheese, lettuce, olives, onions, vinaigrette"
dish_1560455000,12.800001,84,0.11,2.725,0.785,"cherry tomatoes, cucumbers","cherry tomatoes, cucumbers"
dish_1561492703,113.130577,134,9.258422,10.046018,11.278057,"caesar salad, green onions, fried rice, country rice, olive oil, onions, squash, fish, salt, garlic","caesar salad, country rice, fish, fried rice, garlic, green onions, olive oil, onions, salt, squash"
dish_1560961385,249.519989,293,11.830999,23.794003,12.781,"sweet potato, scrambled eggs, strawberries, broccoli","broccoli, scrambled eggs, strawberries, sweet potato"
dish_1573232461,0,352,0,0,0,"bacon, scrambled eggs, broccoli, olive oil","bacon, broccoli, olive oil, scrambled eggs"
dish_1559751775,309.235992,254,13.139999,30.107998,16.768,"berries, eggs, yam","berries, eggs, yam"
dish_1562602627,577.176025,171,43.237999,25.251999,22.148001,"hash browns, sausage","hash browns, sausage"
dish_1563909951,180.602646,188,15.631252,9.266831,3.663664,"garlic, salt, olive oil, mustard, spinach (raw), vinegar, green beans, blueberries, radishes","blueberries, garlic, green beans, mustard, olive oil, radishes, salt, spinach (raw), vinegar"
dish_1566920304,296.399994,570,1.14,3.99,57,egg whites,egg whites
dish_1568061202,256.551605,334,7.670484,39.151718,9.440392,"salt, pepper, brussels sprouts, olive oil, squash, pineapple, cheese pizza","brussels sprouts, cheese pizza, olive oil, pepper, pineapple, salt, squash"
dish_1560444785,313.079987,448,13.188,38.66,13.360001,"bacon, watermelon, honeydew melons, pineapple","bacon, honeydew melons, pineapple, watermelon"
dish_1565638323,467.824677,274,20.744896,29.2488,38.302158,"salt, garlic, parsley, onions, zucchini, rosemary, olive oil, arugula, pork, brown rice, white rice","arugula, brown rice, garlic, olive oil, onions, parsley, pork, rosemary, salt, white rice, zucchini"
dish_1561577598,813.452026,393,46.151894,26.876921,67.191734,"blueberries, olive oil, spinach (cooked), millet, bok choy, walnuts, salt, mustard, arugula, vinegar, chard, beef, pepper, shallots, onions, pizza","arugula, beef, blueberries, bok choy, chard, millet, mustard, olive oil, onions, pepper, pizza, salt, shallots, spinach (cooked), vinegar, walnuts"
dish_1564588919,335.944183,452,7.606813,41.001797,25.093241,"milk, greek yogurt, egg whites, blueberries, sweet potato, olive oil, chia seeds","blueberries, chia seeds, egg whites, greek yogurt, milk, olive oil, sweet potato"
dish_1563221519,379.96991,206,13.543454,32.183365,32.262424,"cherry tomatoes, chicken breast, pepperoni pizza, thyme, parmesan cheese, wheat berry, spinach (raw), olive oil, broccoli, salt, garlic","broccoli, cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, pepperoni pizza, salt, spinach (raw), thyme, wheat berry"
dish_1560975517,42.389999,99,1.858,4.608,3.064,"broccoli, caesar salad","broccoli, caesar salad"
dish_1564687013,330.840851,224,26.888262,14.725341,32.21138,"fish, onions, steak, ketchup, vinegar, spinach (raw), white rice, kale, jalapenos, bell peppers, cilantro, lime, millet, olive oil, shallots, salt","bell peppers, cilantro, fish, jalapenos, kale, ketchup, lime, millet, olive oil, onions, salt, shallots, spinach (raw), steak, vinegar, white rice"
dish_1559233055,25.194,39,1.326,1.248,2.379,garden salad,garden salad
dish_1563389153,346.454468,224,5.393479,69.070702,11.697627,"olive oil, vinegar, arugula, chard, pepper, carrot, bulgur, mustard, salt, broccoli, pecans, garlic, blueberries","arugula, blueberries, broccoli, bulgur, carrot, chard, garlic, mustard, olive oil, pecans, pepper, salt, vinegar"
dish_1562170356,385.333984,432,14.285,55.529999,12.788,"turkey bacon, pineapple, watermelon, roasted potatoes, berries","berries, pineapple, roasted potatoes, turkey bacon, watermelon"
dish_1560802092,118.031128,128,3.66739,5.990827,15.151614,"caesar dressing, squash, spinach (raw), cherry tomatoes, chicken breast, croutons, thyme, garlic, salt, kale, wheat berry, olive oil, parmesan cheese","caesar dressing, cherry tomatoes, chicken breast, croutons, garlic, kale, olive oil, parmesan cheese, salt, spinach (raw), squash, thyme, wheat berry"
dish_1566329257,321.025208,537,14.637179,22.744293,29.529112,"tofu, vinegar, shallots, beef, spinach (cooked), bok choy, cauliflower, millet, salt, olive oil, onions","beef, bok choy, cauliflower, millet, olive oil, onions, salt, shallots, spinach (cooked), tofu, vinegar"
dish_1559844506,98.959999,180,0.459,25.1,1.312,"mandarin oranges, grapes, strawberries","grapes, mandarin oranges, strawberries"
dish_1559320019,196.820007,205,5.714,30.732002,6.408,"pineapple, sweet potato, bacon, berries","bacon, berries, pineapple, sweet potato"
dish_1565195493,406.998535,291,21.026194,20.198807,30.984879,"sweet potato, chicken apple sausage, bacon, olive oil, egg whites","bacon, chicken apple sausage, egg whites, olive oil, sweet potato"
dish_1566934057,66.090729,193,5.083902,4.142439,2.82439,"bok choy, olive oil","bok choy, olive oil"
dish_1564518512,270.70752,163,10.088751,26.596989,17.808199,"eggplant, mushroom, spinach (cooked), cheese pizza, olive oil, chicken thighs, squash, shallots, quinoa, garlic, wine, carrot, pepper, salt, lemon juice","carrot, cheese pizza, chicken thighs, eggplant, garlic, lemon juice, mushroom, olive oil, pepper, quinoa, salt, shallots, spinach (cooked), squash, wine"
dish_1574269685,0,149,0,0,0,hash browns,hash browns
dish_1565637162,581.508667,286,33.07954,26.089733,41.841675,"garlic, salt, pasta salad, rosemary, zucchini, onions, parsley, olive oil, pork, arugula, white rice","arugula, garlic, olive oil, onions, parsley, pasta salad, pork, rosemary, salt, white rice, zucchini"
dish_1572540173,0,130,0,0,0,"strawberries, roasted potatoes","roasted potatoes, strawberries"
dish_1564171970,498.821136,396,21.673965,33.298721,42.539974,"garlic, salt, lemon juice, cucumbers, tatsoi, olive oil, wheat berry, thyme, kale, parsley, brown rice, arugula, salmon, pepper","arugula, brown rice, cucumbers, garlic, kale, lemon juice, olive oil, parsley, pepper, salmon, salt, tatsoi, thyme, wheat berry"
dish_1566849233,94.800003,117,7.33,7.94,2.48,"avocado, mixed greens","avocado, mixed greens"
dish_1563220143,425.514618,327,13.39199,25.7894,49.082409,"spinach (raw), pepperoni pizza, wheat berry, parmesan cheese, cherry tomatoes, chicken breast, broccoli, salt, garlic, thyme, squash, olive oil","broccoli, cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, pepperoni pizza, salt, spinach (raw), squash, thyme, wheat berry"
dish_1557937157,355.25,271,22.122999,14.700001,24.341999,"strawberries, broccoli, raspberries, eggs, bacon","bacon, broccoli, eggs, raspberries, strawberries"
dish_1565119739,396.804047,461,15.774881,41.558456,25.650156,"olive oil, onions, salt, kale, zucchini, shallots, spinach (cooked), millet, bok choy, beef, wheat berry, chard, chayote squash, vinegar","beef, bok choy, chard, chayote squash, kale, millet, olive oil, onions, salt, shallots, spinach (cooked), vinegar, wheat berry, zucchini"
dish_1560441529,66.419998,152,0.325,16.469999,1.009,"cantaloupe, berries, watermelon, pineapple","berries, cantaloupe, pineapple, watermelon"
dish_1560444616,265.871002,240,12.856999,24.958,12.831,"scrambled eggs, yam, strawberries","scrambled eggs, strawberries, yam"
dish_1562691466,319.870972,267,15.903902,27.777901,17.012196,"olive oil, broccoli, yam, chicken apple sausage, scrambled eggs","broccoli, chicken apple sausage, olive oil, scrambled eggs, yam"
dish_1562959059,365.76358,216,21.98443,36.174995,22.950008,"garlic, cilantro, salt, pizza, onions, lemon juice, olive oil, jalapenos, pepper, fish, arugula, quinoa, tomatillo, roasted potatoes","arugula, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, pizza, quinoa, roasted potatoes, salt, tomatillo"
dish_1559233756,189.850006,222,5.242,30.417999,6.142,"strawberries, bacon, sweet potato, pineapple","bacon, pineapple, strawberries, sweet potato"
dish_1560526530,245.280746,242,13.31213,26.787249,6.892025,"berries, mustard greens, parsley, tomatoes, cucumbers, vinegar, almonds, olive oil, mustard, sausage, salt, carrot, potatoes, garlic, pineapple, spinach (raw), blueberries","almonds, berries, blueberries, carrot, cucumbers, garlic, mustard, mustard greens, olive oil, parsley, pineapple, potatoes, salt, sausage, spinach (raw), tomatoes, vinegar"
dish_1566402232,511.396118,841,8.997679,54.081619,48.854603,"watermelon, cantaloupe, salsa, egg whites, yam, berries, sweet potato, olive oil","berries, cantaloupe, egg whites, olive oil, salsa, sweet potato, watermelon, yam"
dish_1563908957,73.872749,159,3.572825,8.02375,4.40885,"caesar salad, olive oil, green beans","caesar salad, green beans, olive oil"
dish_1562700906,59.639149,222,1.697486,9.371578,3.038182,"olive oil, squash, salt, cauliflower","cauliflower, olive oil, salt, squash"
dish_1567023262,72.32,64,6.016,3.008,2.048,greek salad,greek salad
dish_1562602860,165.182281,258,5.622155,20.834251,10.206213,"strawberries, milk, chia seeds, greek yogurt, watermelon","chia seeds, greek yogurt, milk, strawberries, watermelon"
dish_1567107839,174.284485,156,16.46933,11.980703,18.763048,"bell peppers, cilantro, lime, onions, kale, salt, olive oil, ketchup, jalapenos, fish, shallots, white rice","bell peppers, cilantro, fish, jalapenos, kale, ketchup, lime, olive oil, onions, salt, shallots, white rice"
dish_1562874250,394.440033,393,42.48568,17.784489,43.569809,"garlic, lime, fish, arugula, green beans, corn, carrot, chive, salt, nopales, parsley, sour cream, olive oil, jicama, pepper","arugula, carrot, chive, corn, fish, garlic, green beans, jicama, lime, nopales, olive oil, parsley, pepper, salt, sour cream"
dish_1559667973,334.460022,179,17.98,24.923002,17.5124,"bagels, cream cheese, scrambled eggs","bagels, cream cheese, scrambled eggs"
dish_1562774159,90.76355,129,3.002097,15.496128,1.955,"raspberries, vinaigrette, cantaloupe, granola, blackberries, mixed greens, berries","berries, blackberries, cantaloupe, granola, mixed greens, raspberries, vinaigrette"
dish_1561739760,452.163513,937,5.190096,98.616127,12.599001,"vinaigrette, granola, blackberries, berries, mixed greens, broccoli, raspberries, cantaloupe, sweet potato","berries, blackberries, broccoli, cantaloupe, granola, mixed greens, raspberries, sweet potato, vinaigrette"
dish_1568404850,157.699997,100,2.2,29.9,4.7,fried rice,fried rice
dish_1562173411,638.257996,159,50.168999,5.39,38.829002,"bacon, sausage","bacon, sausage"
dish_1559842374,345.333008,137,26.518002,21.091,13.040001,"almonds, mandarin oranges, broccoli","almonds, broccoli, mandarin oranges"
dish_1566414924,247.482193,227,17.619051,20.417046,4.710957,"mustard, olive oil, pecans, salt, garlic, roasted potatoes, blueberries, arugula, vinegar, chard, green beans","arugula, blueberries, chard, garlic, green beans, mustard, olive oil, pecans, roasted potatoes, salt, vinegar"
dish_1562602832,144.182281,188,5.482155,15.514251,9.786214,"strawberries, greek yogurt, chia seeds, milk","chia seeds, greek yogurt, milk, strawberries"
dish_1561404458,410.311737,259,24.921593,15.13535,33.127415,"lime, salt, cauliflower, pepper, olive oil, wheat berry, steak, carrot, garlic","carrot, cauliflower, garlic, lime, olive oil, pepper, salt, steak, wheat berry"
dish_1558718906,282.580017,247,14.228001,36.890999,9.815001,"corn on the cob, cantaloupe, cauliflower, almonds","almonds, cantaloupe, cauliflower, corn on the cob"
dish_1562775549,174.977127,252,3.399757,18.531387,16.886642,"egg whites, brussels sprouts, sweet potato, olive oil, pepper, salt, cottage cheese","brussels sprouts, cottage cheese, egg whites, olive oil, pepper, salt, sweet potato"
dish_1564083508,276.261993,225,18.447001,6.015,22.819998,"grilled chicken, olives, cherry tomatoes","cherry tomatoes, grilled chicken, olives"
dish_1559593722,140.562927,106,12.200334,6.836887,2.779168,"kale, vinegar, blueberries, chard, salt, pepper, quinoa, pumpkin seeds, walnuts, olive oil, arugula, mustard","arugula, blueberries, chard, kale, mustard, olive oil, pepper, pumpkin seeds, quinoa, salt, vinegar, walnuts"
dish_1561407249,73.879166,56,3.48629,2.528108,7.992981,"mustard, olive oil, soy sauce, green onions, broccoli, salt, pears, white rice, vinegar, green beans, spinach (raw), onions, mixed greens, garlic, cherry tomatoes, chicken, ginger","broccoli, cherry tomatoes, chicken, garlic, ginger, green beans, green onions, mixed greens, mustard, olive oil, onions, pears, salt, soy sauce, spinach (raw), vinegar, white rice"
dish_1563553780,557.728821,167,42.536613,23.808483,25.768,"granola, mixed greens, blackberries, raspberries, vinaigrette, bacon, almonds","almonds, bacon, blackberries, granola, mixed greens, raspberries, vinaigrette"
dish_1561654392,494.065491,282,35.081356,13.55521,30.914278,"olive oil, bacon, raspberries, salt, mixed greens, granola, blackberries, vinaigrette, pepper, scrambled eggs, brussels sprouts","bacon, blackberries, brussels sprouts, granola, mixed greens, olive oil, pepper, raspberries, salt, scrambled eggs, vinaigrette"
dish_1565118782,557.521606,353,34.1091,17.046598,43.740959,"shallots, salt, kale, olive oil, onions, chard, vinegar, beef, apple, mixed greens, spinach (cooked), lemon juice, parsley, bok choy, millet","apple, beef, bok choy, chard, kale, lemon juice, millet, mixed greens, olive oil, onions, parsley, salt, shallots, spinach (cooked), vinegar"
dish_1563826272,645.126465,261,34.261852,44.186893,41.229122,"cauliflower, wheat berry, steak, pepperoni pizza, olive oil, garlic, lime, salt","cauliflower, garlic, lime, olive oil, pepperoni pizza, salt, steak, wheat berry"
dish_1564588859,183.586426,257,4.754447,9.571161,23.436096,"egg whites, greek yogurt, milk, chia seeds","chia seeds, egg whites, greek yogurt, milk"
dish_1561575977,261.076172,102,13.06819,15.375612,19.122734,"shallots, millet, spinach (cooked), parmesan cheese, onions, olive oil, vinegar, salt, beef, bok choy, cheese pizza","beef, bok choy, cheese pizza, millet, olive oil, onions, parmesan cheese, salt, shallots, spinach (cooked), vinegar"
dish_1563305689,30.139999,161,0.351,4.741,4.067,"mushroom, cucumbers","cucumbers, mushroom"
dish_1559751458,152.643005,123,0.246,36.161999,1.968,yam,yam
dish_1561061630,186.683746,150,11.299298,17.850639,6.371217,"apple, caesar dressing, olive oil, cranberries, bulgur, shallots, croutons, arugula, parmesan cheese, mustard greens, parsley, kale, lemon juice, salt, garlic","apple, arugula, bulgur, caesar dressing, cranberries, croutons, garlic, kale, lemon juice, mustard greens, olive oil, parmesan cheese, parsley, salt, shallots"
dish_1562096933,312.659607,314,31.207481,16.597986,38.920853,"garlic, bell peppers, snow peas, onions, white beans, fish, pepper, chive, lime, salt, artichokes, olive oil, green beans, parsley, arugula","artichokes, arugula, bell peppers, chive, fish, garlic, green beans, lime, olive oil, onions, parsley, pepper, salt, snow peas, white beans"
dish_1566849895,112.309998,153,7.341,12.821001,1.31,"olives, carrot","carrot, olives"
dish_1562945900,240.695312,281,6.314645,42.813194,6.927001,"cantaloupe, vinaigrette, berries, blackberries, mixed greens, honeydew melons, granola, raspberries, succotash, roasted potatoes","berries, blackberries, cantaloupe, granola, honeydew melons, mixed greens, raspberries, roasted potatoes, succotash, vinaigrette"
dish_1566415520,74.824753,143,3.714425,9.75975,2.50965,"olive oil, green beans","green beans, olive oil"
dish_1563221602,447.893616,306,19.033884,36.09898,33.676075,"garlic, mustard, onions, cranberries, wheat berry, pepperoni pizza, chicken breast, apple, salt, broccoli, thyme, olive oil, squash, vinegar, spinach (raw), parmesan cheese, cherry tomatoes","apple, broccoli, cherry tomatoes, chicken breast, cranberries, garlic, mustard, olive oil, onions, parmesan cheese, pepperoni pizza, salt, spinach (raw), squash, thyme, vinegar, wheat berry"
dish_1565021675,331.581451,575,3.358805,27.448196,41.17012,"sweet potato, egg whites, honeydew melons, olive oil","egg whites, honeydew melons, olive oil, sweet potato"
dish_1562774129,73.083549,77,2.898097,11.336127,1.539,"berries, vinaigrette, granola, blackberries, mixed greens, raspberries","berries, blackberries, granola, mixed greens, raspberries, vinaigrette"
dish_1562945332,246.650803,325,8.793273,18.078327,23.96172,"chia seeds, broccoli, greek yogurt, egg whites, olive oil, milk","broccoli, chia seeds, egg whites, greek yogurt, milk, olive oil"
dish_1559332822,540.587341,408,28.622438,15.932929,51.690758,"cherry tomatoes, arugula, vinegar, cucumbers, zucchini, thyme, olive oil, pepper, salt, lettuce, salmon, lime, brown rice, chayote squash, onions, mixed greens","arugula, brown rice, chayote squash, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, salmon, salt, thyme, vinegar, zucchini"
dish_1566419603,382.924225,252,14.949174,47.499252,15.36515,"caesar salad, roasted potatoes, green beans, cheese pizza, olive oil","caesar salad, cheese pizza, green beans, olive oil, roasted potatoes"
dish_1565204931,391.326447,515,13.301519,49.572693,22.7292,"onions, vinegar, chicken thighs, pineapple, white rice, caesar salad, pepper, salt, lemon juice, garlic, olive oil, brussels sprouts, cilantro, kale","brussels sprouts, caesar salad, chicken thighs, cilantro, garlic, kale, lemon juice, olive oil, onions, pepper, pineapple, salt, vinegar, white rice"
dish_1563468327,351.886047,483,9.768622,57.495316,12.099887,"yam, sweet potato, cottage cheese, pineapple, watermelon, olive oil, berries","berries, cottage cheese, olive oil, pineapple, sweet potato, watermelon, yam"
dish_1566590007,740.762024,457,29.233101,57.950996,61.798248,"bell peppers, garlic, tomatoes, salt, onions, olive oil, pizza, pepper, tofu, jalapenos, spinach (raw), chicken, millet","bell peppers, chicken, garlic, jalapenos, millet, olive oil, onions, pepper, pizza, salt, spinach (raw), tofu, tomatoes"
dish_1562602888,209.382294,343,5.792155,21.429251,18.706215,"strawberries, watermelon, egg whites, greek yogurt, chia seeds, milk","chia seeds, egg whites, greek yogurt, milk, strawberries, watermelon"
dish_1560444724,113.280006,343,0.513,28.49,1.885,"watermelon, honeydew melons","honeydew melons, watermelon"
dish_1573156908,0,123,0,0,0,"squash, olive oil, salt, dates","dates, olive oil, salt, squash"
dish_1571944487,0,130,0,0,0,turkey,turkey
dish_1558640705,96.759995,234,0.468,24.737,1.315,"cherry tomatoes, apple, cantaloupe","apple, cantaloupe, cherry tomatoes"
dish_1558381708,16.43,53,0.053,3.71,0.954,green beans,green beans
dish_1572540934,0,357,0,0,0,"scrambled eggs, sausage, roasted potatoes","roasted potatoes, sausage, scrambled eggs"
dish_1559238608,237.364014,438,0.656,61.203999,2.714,"berries, orange, pears","berries, orange, pears"
dish_1562775574,242.477127,387,3.534756,36.081387,17.561642,"salt, egg whites, brussels sprouts, olive oil, sweet potato, cottage cheese, pineapple, pepper","brussels sprouts, cottage cheese, egg whites, olive oil, pepper, pineapple, salt, sweet potato"
dish_1563824250,17.200001,43,0.043,3.87,0.473,onions,onions
dish_1563565720,84.662781,149,7.843437,4.980221,11.324039,"shallots, chive, salt, kale, lemon juice, parsley, olive oil, wheat berry, chard, mushroom, cherry tomatoes, fish, garlic","chard, cherry tomatoes, chive, fish, garlic, kale, lemon juice, mushroom, olive oil, parsley, salt, shallots, wheat berry"
dish_1568318316,525.419983,297,35.039997,6.095,48.029999,"mixed greens, steak","mixed greens, steak"
dish_1563220802,308.59436,252,15.236608,13.352823,29.468918,"white rice, garlic, arugula, pork, broccoli, salt, rosemary, zucchini, parsley, onions, olive oil","arugula, broccoli, garlic, olive oil, onions, parsley, pork, rosemary, salt, white rice, zucchini"
dish_1559674866,125.660004,303,2.329,24.91,4.267,"honeydew melons, grapes, caesar salad","caesar salad, grapes, honeydew melons"
dish_1560444592,244.421005,175,12.662,19.757999,12.376,"scrambled eggs, yam","scrambled eggs, yam"
dish_1571931678,0,351,0,0,0,"scrambled eggs, sausage, egg whites, roasted potatoes","egg whites, roasted potatoes, sausage, scrambled eggs"
dish_1564690085,170.615997,143,5.857383,22.279419,9.364126,"garlic, pepper, arugula, lentils, olive oil, salt, parsley, lemon juice, pears, chickpeas","arugula, chickpeas, garlic, lemon juice, lentils, olive oil, parsley, pears, pepper, salt"
dish_1560800836,479.399994,170,20.4,54.399998,20.4,pepperoni pizza,pepperoni pizza
dish_1562095340,718.957397,381,37.595329,72.492676,25.508715,"cucumbers, onions, olive oil, mustard, garlic, salt, sun dried tomatoes, spinach (raw), vinegar, pizza","cucumbers, garlic, mustard, olive oil, onions, pizza, salt, spinach (raw), sun dried tomatoes, vinegar"
